Id,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season,Id_HomeTeam,Id_AwayTeam
1020,SP2,2021-10-09,Oviedo,Sporting Gijon,1,1,D,1,0,H,12,8,4,3,13,9,2,4,5,2,0,0,2.5,3.1,3.0,2.45,2.8,2.87,2122,34,37
1021,SP2,2021-10-09,CD Mirandes,Eibar,3,3,D,1,2,A,11,22,6,12,13,16,2,7,0,1,0,0,4.0,3.1,2.0,3.4,3.0,2.05,2122,25,26
1022,SP2,2021-10-09,Lugo,Girona,1,0,H,0,0,D,11,8,4,1,17,15,8,6,3,5,0,0,2.87,3.1,2.62,2.65,2.95,2.55,2122,32,10
1023,SP2,2021-10-09,Almeria,Las Palmas,1,1,D,1,0,H,17,11,5,4,20,13,9,4,2,4,0,0,1.75,3.5,5.0,1.78,3.3,4.2,2122,0,29
1024,SP2,2021-10-08,Valladolid,Malaga,1,1,D,0,1,A,18,8,5,3,13,16,8,5,4,3,0,0,1.66,3.5,5.75,1.7,3.25,4.8,2122,18,33
1025,SP2,2021-10-04,Girona,Almeria,1,2,A,0,0,D,9,14,3,4,17,14,5,4,2,3,0,0,2.45,3.1,3.1,2.55,2.95,2.65,2122,10,0
1026,SP1,2021-10-03,Elche,Celta Vigo,1,0,H,0,0,D,12,10,5,1,14,19,7,4,4,3,0,0,3.3,3.2,2.3,3.4,3.1,2.3,2122,7,6
1027,SP1,2021-10-03,Espanyol,Real Madrid,2,1,H,1,0,H,8,18,4,4,12,13,2,8,2,1,0,0,5.0,4.0,1.66,5.25,4.1,1.62,2122,8,14
1028,SP1,2021-10-03,Getafe,Real Sociedad,1,1,D,1,0,H,9,10,2,5,16,11,2,5,4,2,0,0,3.6,3.1,2.2,3.9,3.0,2.15,2122,9,15
1029,SP1,2021-10-03,Villarreal,Betis,2,0,H,1,0,H,11,10,5,3,14,9,4,6,2,4,0,0,2.0,3.6,3.6,2.0,3.7,3.6,2122,19,4
1030,SP1,2021-10-03,Granada,Sevilla,1,0,H,1,0,H,3,14,1,3,13,11,2,6,3,4,0,1,4.8,3.4,1.72,4.75,3.5,1.8,2122,27,16
1031,SP2,2021-10-03,Eibar,UD Ibiza,3,1,H,1,1,D,10,13,5,1,9,8,3,11,0,0,0,0,1.72,3.4,5.5,1.73,3.25,4.5,2122,26,39
1032,SP2,2021-10-03,Leganes,Lugo,1,1,D,0,0,D,13,5,3,3,9,16,8,1,2,3,0,0,1.57,3.6,7.0,1.57,3.7,5.25,2122,30,32
1033,SP2,2021-10-03,Las Palmas,Cartagena,4,1,H,3,0,H,13,10,9,1,22,22,3,2,3,4,0,1,2.0,3.2,4.2,1.87,3.1,4.0,2122,29,24
1034,SP2,2021-10-03,Burgos,CD Mirandes,1,0,H,1,0,H,7,13,3,3,12,8,2,5,1,1,0,0,2.2,3.1,3.6,2.25,2.75,3.3,2122,23,25
1035,SP2,2021-10-03,Malaga,Fuenlabrada,1,0,H,1,0,H,12,14,2,4,12,9,6,7,2,1,0,0,2.45,3.0,3.2,2.3,2.8,3.2,2122,33,1076
1036,SP2,2021-10-02,Zaragoza,Oviedo,0,0,D,0,0,D,14,8,2,1,10,16,6,2,2,6,0,0,2.25,2.9,3.8,2.25,2.85,3.2,2122,41,34
1037,SP1,2021-10-02,Atletico Madrid,Barcelona,2,0,H,2,0,H,6,9,3,2,13,10,2,6,2,1,0,0,1.9,3.5,4.0,1.91,3.5,4.2,2122,2,3
1038,SP2,2021-10-02,Alcorcon,Real Sociedad B,1,4,A,1,2,A,15,10,6,7,9,10,5,3,5,0,0,0,2.25,3.0,3.6,2.15,2.95,3.4,2122,1079,1079
1039,SP2,2021-10-02,Amorebieta,Sporting Gijon,1,1,D,1,0,H,11,11,5,2,13,11,4,6,2,4,0,0,3.5,3.0,2.3,3.2,3.0,2.15,2122,1080,37
1040,SP2,2021-10-02,Huesca,Tenerife,1,2,A,1,1,D,10,10,4,3,17,16,7,2,2,4,0,0,1.95,3.25,4.33,2.0,2.9,3.8,2122,28,38
1041,SP1,2021-10-02,Cadiz,Valencia,0,0,D,0,0,D,2,16,1,4,16,11,1,3,3,4,0,0,3.4,3.0,2.3,3.4,3.1,2.3,2122,5,17
1042,SP1,2021-10-02,Mallorca,Levante,1,0,H,0,0,D,9,6,7,2,18,25,8,3,4,4,0,0,2.1,3.2,3.4,2.15,3.3,3.5,2122,11,31
1043,SP1,2021-10-02,Osasuna,Rayo Vallecano,1,0,H,0,0,D,7,7,3,0,19,9,6,3,3,3,0,0,2.15,3.4,3.4,2.25,3.4,3.25,2122,12,13
1044,SP2,2021-10-01,Ponferradina,Valladolid,2,2,D,0,0,D,10,7,4,3,10,12,7,3,3,2,0,1,3.5,3.1,2.2,3.1,3.1,2.15,2122,35,18
1045,SP1,2021-10-01,Athletic Club,Alaves,1,0,H,1,0,H,16,17,5,5,16,12,13,9,3,2,0,0,1.53,3.75,7.5,1.57,3.8,6.75,2122,1,20
1046,SP1,2021-09-27,Celta Vigo,Granada,1,0,H,0,0,D,14,7,5,4,9,12,5,3,2,7,0,0,1.61,4.0,5.5,1.6,4.1,5.5,2122,6,27
1047,SP2,2021-09-27,Fuenlabrada,Cartagena,2,1,H,1,0,H,13,9,6,3,24,12,3,0,5,9,0,0,1.9,3.0,4.33,1.9,3.0,4.75,2122,1088,24
1048,SP2,2021-09-26,Oviedo,Girona,0,0,D,0,0,D,13,9,2,2,14,6,7,5,3,2,1,0,2.6,2.9,2.75,2.75,2.9,2.75,2122,34,10
1049,SP2,2021-09-26,Valladolid,Alcorcon,2,0,H,1,0,H,19,10,8,4,11,9,10,0,2,1,0,0,1.72,3.4,5.0,1.75,3.4,5.0,2122,18,1090
1050,SP1,2021-09-26,Betis,Getafe,2,0,H,1,0,H,20,8,5,3,12,19,3,3,1,3,0,0,1.75,3.6,4.75,1.75,3.8,4.6,2122,4,9
1051,SP2,2021-09-26,Sporting Gijon,Malaga,2,1,H,0,1,A,27,3,4,3,13,17,6,2,4,6,0,1,1.8,3.2,4.5,1.85,3.2,4.6,2122,37,33
1052,SP2,2021-09-26,CD Mirandes,Leganes,1,2,A,1,1,D,11,13,4,5,13,18,3,5,1,3,0,0,2.7,2.9,2.7,2.8,2.95,2.65,2122,25,30
1053,SP2,2021-09-26,Lugo,Zaragoza,1,1,D,1,1,D,15,13,3,2,9,8,3,3,1,1,0,0,2.75,3.0,2.62,2.75,2.9,2.75,2122,32,41
1054,SP1,2021-09-26,Rayo Vallecano,Cadiz,3,1,H,2,1,H,13,6,6,1,11,11,4,3,2,4,0,0,1.6,3.8,6.0,1.62,3.8,5.75,2122,13,5
1055,SP1,2021-09-26,Real Sociedad,Elche,1,0,H,0,0,D,17,5,5,2,12,16,6,1,1,3,0,0,1.4,4.5,9.0,1.4,4.6,8.5,2122,15,7
1056,SP1,2021-09-26,Barcelona,Levante,3,0,H,2,0,H,20,6,12,2,11,16,11,1,1,3,0,0,1.4,5.5,6.5,1.42,5.0,6.75,2122,3,31
1057,SP1,2021-09-26,Mallorca,Osasuna,2,3,A,2,1,H,17,12,8,6,8,17,5,5,2,3,0,0,2.7,3.2,2.75,2.75,3.1,2.75,2122,11,12
1058,SP2,2021-09-25,Amorebieta,Eibar,1,1,D,1,1,D,11,10,5,5,15,13,3,5,3,0,1,0,4.5,3.0,1.85,4.25,3.1,1.95,2122,1099,26
1059,SP1,2021-09-25,Real Madrid,Villarreal,0,0,D,0,0,D,15,6,2,2,10,12,6,3,1,2,0,0,1.5,4.75,5.75,1.5,4.75,5.75,2122,14,19
1060,SP1,2021-09-25,Sevilla,Espanyol,2,0,H,1,0,H,12,13,5,2,10,8,4,8,4,0,1,0,1.57,3.8,6.5,1.6,3.9,6.0,2122,16,8
1061,SP2,2021-09-25,UD Ibiza,Burgos,2,0,H,1,0,H,15,10,5,2,21,12,5,3,2,3,0,0,2.1,2.9,3.8,2.15,2.95,3.7,2122,39,23
1062,SP1,2021-09-25,Valencia,Athletic Club,1,1,D,0,0,D,13,12,6,4,14,17,4,5,5,2,1,0,2.6,3.2,2.8,2.55,3.2,2.9,2122,17,1
1063,SP1,2021-09-25,Alaves,Atletico Madrid,1,0,H,1,0,H,7,13,1,1,18,11,3,8,2,3,0,0,7.5,4.0,1.5,7.25,3.9,1.53,2122,20,2
1064,SP2,2021-09-25,Las Palmas,Ponferradina,2,1,H,2,0,H,13,16,8,4,16,16,3,3,3,2,0,0,1.95,3.0,4.0,2.0,3.25,3.8,2122,29,35
1065,SP2,2021-09-24,Almeria,Tenerife,3,1,H,0,0,D,15,12,6,5,9,10,7,3,2,3,0,0,2.1,3.2,3.6,2.1,3.1,3.7,2122,0,38
1066,SP2,2021-09-24,Real Sociedad B,Huesca,0,2,A,0,1,A,17,12,5,4,10,18,6,5,1,4,0,0,3.1,2.9,2.37,3.2,2.85,2.45,2122,1107,28
1067,SP1,2021-09-23,Granada,Real Sociedad,2,3,A,1,0,H,10,20,2,11,11,16,4,7,5,1,0,0,4.2,3.4,1.9,3.9,3.5,1.95,2122,27,15
1068,SP1,2021-09-23,Cadiz,Barcelona,0,0,D,0,0,D,13,6,3,2,16,8,4,5,3,4,0,1,6.0,4.33,1.5,6.25,4.5,1.5,2122,5,3
1069,SP1,2021-09-23,Osasuna,Betis,1,3,A,1,1,D,11,16,3,9,18,10,4,7,2,0,0,0,2.37,3.25,3.0,2.3,3.4,3.1,2122,12,4
1070,SP1,2021-09-22,Espanyol,Alaves,1,0,H,0,0,D,10,8,2,2,14,18,4,8,2,1,0,0,1.8,3.5,4.75,1.83,3.4,4.75,2122,8,20
1071,SP1,2021-09-22,Sevilla,Valencia,3,1,H,3,1,H,11,8,5,3,25,21,1,4,5,3,0,0,1.61,3.8,6.0,1.65,3.8,5.5,2122,16,17
1072,SP1,2021-09-22,Real Madrid,Mallorca,6,1,H,3,1,H,18,17,12,5,18,8,3,2,2,1,0,0,1.22,6.5,12.0,1.25,6.0,12.0,2122,14,11
1073,SP1,2021-09-22,Villarreal,Elche,4,1,H,2,1,H,14,9,9,3,16,11,8,7,1,2,0,0,1.5,4.2,6.5,1.53,4.0,6.75,2122,19,7
1074,SP1,2021-09-21,Levante,Celta Vigo,0,2,A,0,0,D,6,4,2,2,16,12,2,4,3,2,0,0,2.6,3.4,2.7,2.55,3.4,2.75,2122,31,6
1075,SP1,2021-09-21,Getafe,Atletico Madrid,1,2,A,1,0,H,7,12,2,4,15,11,2,5,4,5,1,0,6.0,3.5,1.66,6.0,3.4,1.7,2122,9,2
1076,SP1,2021-09-21,Athletic Club,Rayo Vallecano,1,2,A,1,1,D,8,8,1,3,16,20,2,1,3,3,0,0,1.85,3.5,4.33,1.9,3.4,4.33,2122,1,13
1077,SP1,2021-09-20,Barcelona,Granada,1,1,D,0,1,A,17,5,6,2,15,20,12,4,3,6,0,0,1.28,5.75,10.0,1.28,6.0,10.0,2122,3,27
1078,SP2,2021-09-20,Burgos,Las Palmas,0,0,D,0,0,D,9,14,2,3,10,13,1,4,1,2,0,0,2.45,3.0,3.0,2.7,2.95,2.8,2122,23,29
1079,SP2,2021-09-19,Huesca,Fuenlabrada,0,0,D,0,0,D,6,14,2,6,23,13,6,4,4,3,1,0,1.83,3.3,4.75,1.87,3.1,4.75,2122,28,1120
1080,SP2,2021-09-19,Eibar,Sporting Gijon,3,2,H,1,1,D,14,9,4,4,17,9,9,4,5,3,0,0,2.1,2.9,4.0,2.15,2.9,3.8,2122,26,37
1081,SP2,2021-09-19,Ponferradina,Malaga,4,0,H,2,0,H,10,7,6,0,12,10,10,3,1,4,0,1,2.37,3.0,3.2,2.4,2.7,3.5,2122,35,33
1082,SP2,2021-09-19,Tenerife,CD Mirandes,1,2,A,1,0,H,15,11,5,6,17,16,6,2,4,4,0,0,1.7,3.25,5.5,1.75,3.4,5.0,2122,38,25
1083,SP1,2021-09-19,Valencia,Real Madrid,1,2,A,0,0,D,12,18,4,10,14,14,2,5,1,5,0,0,3.8,3.8,1.9,3.75,3.8,1.91,2122,17,14
1084,SP1,2021-09-19,Betis,Espanyol,2,2,D,2,1,H,23,11,9,4,13,9,10,4,4,4,1,0,2.0,3.2,4.2,2.05,3.4,3.7,2122,4,8
1085,SP1,2021-09-19,Real Sociedad,Sevilla,0,0,D,0,0,D,11,11,4,4,16,11,5,6,2,3,0,0,2.55,3.2,2.87,2.7,3.1,2.8,2122,15,16
1086,SP1,2021-09-19,Mallorca,Villarreal,0,0,D,0,0,D,10,11,1,3,11,16,3,1,2,3,0,0,3.5,3.0,2.3,3.5,3.0,2.3,2122,11,19
1087,SP2,2021-09-18,Leganes,Amorebieta,1,0,H,1,0,H,10,10,2,2,9,14,2,5,0,0,0,0,1.65,3.5,6.0,1.65,3.5,5.5,2122,30,1128
1088,SP2,2021-09-18,Zaragoza,Real Sociedad B,1,1,D,1,1,D,19,3,12,1,6,13,9,2,3,8,0,1,1.9,3.2,4.33,1.91,3.1,4.5,2122,41,1129
1089,SP2,2021-09-18,Girona,Valladolid,1,0,H,0,0,D,9,15,2,3,10,16,3,3,2,2,0,0,2.45,3.0,3.0,2.65,2.85,2.95,2122,10,18
1090,SP2,2021-09-18,Cartagena,Lugo,2,1,H,1,1,D,13,7,4,3,12,19,8,3,3,1,0,0,2.2,2.9,3.6,2.15,2.9,3.8,2122,24,32
1091,SP1,2021-09-18,Alaves,Osasuna,0,2,A,0,2,A,8,13,3,5,11,14,2,8,4,3,0,0,3.1,3.0,2.55,3.0,3.0,2.6,2122,20,12
1092,SP1,2021-09-18,Elche,Levante,1,1,D,1,0,H,9,11,2,6,10,14,4,7,2,2,0,0,2.4,3.1,3.2,2.4,3.1,3.2,2122,7,31
1093,SP1,2021-09-18,Atletico Madrid,Athletic Club,0,0,D,0,0,D,14,6,2,0,10,13,5,5,6,2,1,0,1.65,3.6,6.0,1.72,3.3,6.0,2122,2,1
1094,SP2,2021-09-18,UD Ibiza,Oviedo,1,1,D,1,0,H,10,12,4,4,16,17,5,3,2,1,0,0,2.6,2.8,3.0,2.65,2.85,2.9,2122,39,34
1095,SP1,2021-09-18,Rayo Vallecano,Getafe,3,0,H,1,0,H,11,13,5,3,20,16,5,3,6,7,0,0,2.37,2.9,3.4,2.45,2.95,3.3,2122,13,9
1096,SP2,2021-09-17,Alcorcon,Almeria,0,4,A,0,3,A,9,14,1,5,14,7,5,2,4,2,0,0,3.2,3.0,2.37,3.1,2.95,2.45,2122,1137,0
1097,SP1,2021-09-17,Celta Vigo,Cadiz,1,2,A,0,2,A,14,7,4,3,8,8,7,1,3,3,0,0,1.45,4.33,7.0,1.5,4.2,7.0,2122,6,5
1098,SP1,2021-09-13,Getafe,Elche,0,1,A,0,0,D,10,8,1,3,6,14,8,2,2,3,0,0,1.8,3.4,4.75,1.8,3.25,4.75,2122,9,7
1099,SP1,2021-09-13,Granada,Betis,1,2,A,0,1,A,11,19,2,9,7,14,6,8,1,2,0,0,3.1,3.25,2.37,3.0,3.3,2.3,2122,27,4
1100,SP2,2021-09-13,Lugo,Huesca,3,2,H,1,2,A,21,6,8,3,14,13,4,3,1,1,0,0,3.5,3.1,2.15,3.7,2.9,2.2,2122,32,28
1101,SP1,2021-09-12,Real Madrid,Celta Vigo,5,2,H,1,2,A,15,11,11,4,8,16,7,3,2,3,0,0,1.36,5.25,8.0,1.36,5.25,7.0,2122,14,6
1102,SP1,2021-09-12,Osasuna,Valencia,1,4,A,1,1,D,11,10,2,4,20,14,4,4,4,2,0,0,2.4,3.2,3.1,2.35,3.1,3.1,2122,12,17
1103,SP2,2021-09-12,Oviedo,Cartagena,2,0,H,1,0,H,17,8,4,2,16,19,5,5,2,4,0,0,1.95,3.2,4.2,1.95,3.1,4.2,2122,34,24
1104,SP2,2021-09-12,Valladolid,Tenerife,0,2,A,0,2,A,16,12,5,5,8,21,6,3,3,5,0,0,2.05,3.1,3.8,2.15,3.0,3.7,2122,18,38
1105,SP2,2021-09-12,Ponferradina,Almeria,1,0,H,0,0,D,12,8,6,1,14,7,5,3,2,2,0,0,2.9,3.3,2.4,3.1,3.3,2.25,2122,35,0
1106,SP2,2021-09-12,Fuenlabrada,Zaragoza,1,1,D,1,0,H,14,15,4,5,15,8,5,10,5,3,0,1,2.37,3.0,3.2,2.4,3.0,3.1,2122,1147,41
1107,SP2,2021-09-12,Malaga,Girona,2,0,H,1,0,H,14,10,6,3,9,13,0,3,3,5,0,0,2.37,3.1,3.1,2.4,3.0,3.1,2122,33,10
1108,SP1,2021-09-12,Espanyol,Atletico Madrid,1,2,A,1,0,H,9,13,3,3,10,11,6,3,1,4,0,0,4.33,3.3,1.9,4.1,3.3,1.91,2122,8,2
1109,SP1,2021-09-12,Cadiz,Real Sociedad,0,2,A,0,0,D,6,16,1,4,10,9,2,8,4,0,1,0,5.0,3.6,1.75,5.25,3.3,1.72,2122,5,15
1110,SP2,2021-09-11,Las Palmas,UD Ibiza,1,1,D,0,1,A,12,7,7,2,8,23,8,3,3,2,0,0,2.1,3.2,3.5,2.2,3.2,3.3,2122,29,39
1111,SP2,2021-09-11,CD Mirandes,Alcorcon,1,3,A,1,1,D,15,13,7,6,9,16,6,2,4,3,1,0,2.3,3.1,3.2,2.35,3.0,3.2,2122,25,1152
1112,SP2,2021-09-11,Real Sociedad B,Eibar,2,3,A,0,1,A,10,11,7,4,8,10,7,2,2,2,0,0,3.0,3.0,2.45,2.95,2.95,2.55,2122,1153,26
1113,SP2,2021-09-11,Amorebieta,Burgos,2,2,D,1,1,D,16,9,4,2,12,9,5,3,2,1,0,1,2.45,3.1,3.0,2.45,3.0,3.0,2122,1154,23
1114,SP1,2021-09-11,Levante,Rayo Vallecano,1,1,D,1,0,H,7,22,2,6,14,16,2,5,3,4,0,0,2.1,3.4,3.5,2.05,3.4,3.5,2122,31,13
1115,SP1,2021-09-11,Athletic Club,Mallorca,2,0,H,0,0,D,19,7,5,1,7,13,7,2,1,2,0,0,1.72,3.6,5.25,1.72,3.5,5.0,2122,1,11
1116,SP2,2021-09-10,Sporting Gijon,Leganes,2,1,H,1,0,H,14,13,5,2,7,8,3,4,0,3,0,0,2.3,2.9,3.4,2.35,2.9,3.3,2122,37,30
1117,SP2,2021-09-06,Huesca,Oviedo,1,2,A,0,1,A,13,9,5,2,12,14,6,3,4,5,1,0,1.75,3.3,5.5,1.83,3.25,4.6,2122,28,34
1118,SP2,2021-09-05,CD Mirandes,Las Palmas,4,2,H,3,1,H,7,15,5,3,11,21,2,7,1,3,0,0,2.55,2.87,3.1,2.55,2.8,3.1,2122,25,29
1119,SP2,2021-09-05,Alcorcon,Zaragoza,1,2,A,1,0,H,7,15,2,4,12,11,4,4,2,2,0,0,2.25,2.9,3.6,2.35,2.8,3.5,2122,1160,41
1120,SP2,2021-09-05,UD Ibiza,Amorebieta,1,1,D,0,1,A,23,11,3,4,8,15,14,1,0,0,0,0,2.05,3.0,4.2,2.05,3.0,4.1,2122,39,1161
1121,SP2,2021-09-05,Burgos,Valladolid,3,0,H,3,0,H,14,10,8,1,16,13,4,1,4,2,0,0,3.75,2.9,2.2,3.6,2.85,2.25,2122,23,18
1122,SP2,2021-09-04,Cartagena,Real Sociedad B,1,0,H,0,0,D,11,11,4,6,12,12,3,2,1,0,0,0,2.25,2.9,3.6,2.3,2.8,3.6,2122,24,1163
1123,SP2,2021-09-04,Eibar,Leganes,1,1,D,1,1,D,13,7,3,2,13,18,2,3,2,2,0,0,2.2,3.0,3.5,2.2,3.0,3.5,2122,26,30
1124,SP2,2021-09-04,Fuenlabrada,Lugo,1,1,D,1,1,D,13,4,4,2,14,18,4,3,1,2,0,0,1.9,3.1,4.5,2.0,2.95,4.33,2122,1165,32
1125,SP2,2021-09-04,Tenerife,Ponferradina,2,0,H,0,0,D,17,12,4,4,19,10,5,2,1,1,0,0,1.9,3.0,4.75,1.9,3.0,4.75,2122,38,35
1126,SP2,2021-09-04,Almeria,Malaga,2,0,H,0,0,D,9,16,3,6,10,14,1,5,3,3,1,0,1.72,3.3,5.25,1.75,3.3,5.0,2122,0,33
1127,SP2,2021-09-03,Girona,Sporting Gijon,1,2,A,0,1,A,20,15,6,6,9,11,9,2,1,1,0,0,2.15,2.9,4.0,2.2,2.85,3.75,2122,10,37
1128,SP2,2021-08-30,Zaragoza,Cartagena,0,1,A,0,0,D,12,6,5,2,17,15,3,0,2,3,0,0,2.15,3.2,3.5,2.15,2.9,3.8,2122,41,24
1129,SP1,2021-08-29,Rayo Vallecano,Granada,4,0,H,3,0,H,19,9,6,3,19,14,5,6,1,4,0,0,2.55,3.2,2.87,2.5,3.25,2.95,2122,13,27
1130,SP1,2021-08-29,Cadiz,Osasuna,2,3,A,1,0,H,7,14,3,4,9,6,4,11,4,0,0,0,3.2,3.0,2.45,3.0,3.0,2.6,2122,5,12
1131,SP1,2021-08-29,Barcelona,Getafe,2,1,H,2,1,H,7,8,3,3,16,22,3,2,3,1,0,0,1.4,4.75,7.5,1.4,4.75,8.25,2122,3,9
1132,SP1,2021-08-29,Atletico Madrid,Villarreal,2,2,D,0,0,D,24,2,5,2,11,6,16,0,4,2,0,0,1.75,3.4,5.25,1.75,3.4,5.5,2122,2,19
1133,SP2,2021-08-29,Amorebieta,Almeria,2,1,H,1,1,D,19,6,5,3,13,12,7,1,4,1,0,1,4.33,3.3,1.9,4.33,3.2,1.9,2122,1174,0
1134,SP2,2021-08-29,Lugo,Valladolid,0,2,A,0,1,A,10,5,2,3,18,10,5,1,1,4,0,1,3.6,3.1,2.15,4.0,2.9,2.1,2122,32,18
1135,SP2,2021-08-29,Burgos,Eibar,0,1,A,0,0,D,12,11,2,4,13,10,4,5,1,0,0,0,3.4,3.0,2.3,3.3,2.9,2.35,2122,23,26
1136,SP2,2021-08-29,Real Sociedad B,Fuenlabrada,0,0,D,0,0,D,14,5,2,0,10,15,7,0,2,1,0,0,2.5,2.9,3.1,2.4,2.7,3.5,2122,1177,1177
1137,SP2,2021-08-28,Leganes,UD Ibiza,1,2,A,0,0,D,15,9,3,4,11,16,9,3,1,0,0,0,1.8,3.4,4.75,1.8,3.25,4.75,2122,30,39
1138,SP1,2021-08-28,Celta Vigo,Athletic Club,0,1,A,0,1,A,13,6,0,2,12,11,5,4,2,1,0,0,2.4,3.2,3.1,2.45,3.2,3.0,2122,6,1
1139,SP1,2021-08-28,Elche,Sevilla,1,1,D,1,1,D,7,18,4,5,6,9,5,3,2,0,0,0,5.0,3.6,1.72,5.5,3.4,1.75,2122,7,16
1140,SP1,2021-08-28,Real Sociedad,Levante,1,0,H,1,0,H,7,6,2,0,17,13,2,2,1,1,0,0,1.53,4.2,6.0,1.55,4.25,6.0,2122,15,31
1141,SP1,2021-08-28,Betis,Real Madrid,0,1,A,0,0,D,11,13,6,3,15,13,3,7,5,3,0,0,4.2,3.8,1.8,4.33,3.9,1.78,2122,4,14
1142,SP2,2021-08-28,Oviedo,Tenerife,0,0,D,0,0,D,11,8,2,0,14,16,7,2,4,3,0,0,2.4,3.1,3.0,2.5,2.95,3.0,2122,34,38
1143,SP2,2021-08-28,Ponferradina,Girona,2,1,H,1,0,H,9,11,4,7,21,10,2,6,6,4,0,0,3.0,3.1,2.45,2.95,2.95,2.55,2122,35,10
1144,SP2,2021-08-28,Sporting Gijon,CD Mirandes,2,1,H,1,0,H,20,5,7,3,18,14,7,2,3,2,0,0,1.75,3.4,5.0,1.8,3.2,5.0,2122,37,25
1145,SP2,2021-08-27,Las Palmas,Huesca,2,1,H,2,0,H,10,15,5,5,13,14,1,7,2,1,0,0,2.9,2.9,2.7,2.85,2.85,2.7,2122,29,28
1146,SP2,2021-08-27,Malaga,Alcorcon,1,0,H,1,0,H,18,11,7,3,26,14,6,2,3,4,1,0,2.15,3.0,3.8,2.25,2.85,3.6,2122,33,1187
1147,SP1,2021-08-27,Valencia,Alaves,3,0,H,2,0,H,9,10,4,3,20,15,4,4,1,4,0,0,1.75,3.6,4.75,1.78,3.6,4.75,2122,17,20
1148,SP1,2021-08-27,Mallorca,Espanyol,1,0,H,1,0,H,12,8,6,3,16,17,3,2,4,3,0,1,2.6,2.9,3.1,2.7,2.85,3.0,2122,11,8
1149,SP2,2021-08-23,CD Mirandes,Amorebieta,2,0,H,0,0,D,14,15,7,5,8,16,6,2,0,2,0,0,2.05,3.2,3.75,2.1,3.0,3.8,2122,25,1190
1150,SP2,2021-08-23,Leganes,Burgos,0,0,D,0,0,D,24,5,6,1,12,9,4,0,0,1,0,1,1.7,3.5,5.25,1.65,3.5,5.5,2122,30,23
1151,SP1,2021-08-23,Osasuna,Celta Vigo,0,0,D,0,0,D,15,4,7,0,19,8,1,2,4,3,0,0,2.62,3.25,2.75,2.7,3.2,2.75,2122,12,6
1152,SP1,2021-08-23,Getafe,Sevilla,0,1,A,0,0,D,12,9,0,3,18,10,5,4,2,2,0,0,3.5,3.2,2.2,3.5,3.1,2.25,2122,9,16
1153,SP1,2021-08-22,Atletico Madrid,Elche,1,0,H,1,0,H,8,4,4,2,16,10,2,1,2,2,0,0,1.22,5.75,17.0,1.22,6.25,15.0,2122,2,7
1154,SP1,2021-08-22,Levante,Real Madrid,3,3,D,0,1,A,8,19,4,5,17,7,4,6,3,2,1,0,5.0,4.33,1.6,5.25,4.2,1.62,2122,31,14
1155,SP2,2021-08-22,Eibar,Ponferradina,0,1,A,0,0,D,20,4,10,3,11,14,10,1,4,1,0,1,1.7,3.5,5.25,1.72,3.5,5.0,2122,26,35
1156,SP1,2021-08-22,Real Sociedad,Rayo Vallecano,1,0,H,0,0,D,13,9,8,1,19,15,5,4,3,4,0,0,1.44,4.33,7.5,1.5,4.1,7.25,2122,15,13
1157,SP2,2021-08-22,Huesca,Cartagena,2,0,H,0,0,D,19,8,6,3,14,19,6,2,1,2,0,0,1.75,3.0,6.0,1.78,3.1,5.5,2122,28,24
1158,SP2,2021-08-22,Girona,Las Palmas,0,0,D,0,0,D,7,4,1,0,18,15,6,1,3,6,0,0,1.95,3.3,4.0,2.0,3.0,4.25,2122,10,29
1159,SP2,2021-08-22,UD Ibiza,Malaga,2,2,D,1,0,H,11,7,2,3,16,12,5,1,1,2,0,0,2.5,2.9,3.1,2.5,2.85,3.1,2122,39,33
1160,SP2,2021-08-21,Lugo,Real Sociedad B,0,0,D,0,0,D,9,12,1,1,15,10,6,5,1,1,0,0,2.5,2.9,3.1,2.5,2.95,3.0,2122,32,1201
1161,SP2,2021-08-21,Alcorcon,Fuenlabrada,0,2,A,0,0,D,16,11,5,5,13,11,3,1,0,0,0,0,2.5,2.9,3.1,2.55,2.8,3.1,2122,1202,1202
1162,SP1,2021-08-21,Athletic Club,Barcelona,1,1,D,0,0,D,16,9,7,3,15,10,13,2,1,2,0,1,4.0,3.75,1.85,3.9,3.75,1.9,2122,1,3
1163,SP2,2021-08-21,Tenerife,Sporting Gijon,0,0,D,0,0,D,14,7,5,1,12,15,5,3,1,0,0,0,2.4,3.0,3.1,2.4,2.85,3.3,2122,38,37
1164,SP1,2021-08-21,Alaves,Mallorca,0,1,A,0,0,D,9,12,4,2,14,15,1,8,3,3,1,0,2.25,3.2,3.4,2.25,3.2,3.4,2122,20,11
1165,SP1,2021-08-21,Espanyol,Villarreal,0,0,D,0,0,D,14,12,3,2,10,10,9,7,3,4,0,0,3.1,3.4,2.3,3.0,3.4,2.35,2122,8,19
1166,SP1,2021-08-21,Granada,Valencia,1,1,D,1,0,H,9,18,2,7,14,12,2,6,4,2,0,0,2.45,3.4,2.87,2.5,3.3,2.85,2122,27,17
