Id,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season,Id_HomeTeam,Id_AwayTeam
7261,SP2,2014-04-05,Alcorcon,Las Palmas,2,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.4,3.1,3.0,2.4,3.1,2.8,1314,7302,29
7262,SP1,2014-04-05,Atletico Madrid,Villarreal,1,0,H,1,0,H,6,8,3,1,13,16,4,5,3,1,0,0,1.5,4.0,7.0,1.5,3.9,7.0,1314,2,19
7263,SP1,2014-04-05,Barcelona,Betis,3,1,H,1,0,H,12,12,4,4,9,16,4,4,0,2,0,0,1.05,15.0,29.0,1.06,11.5,26.0,1314,3,4
7264,SP1,2014-04-04,Almeria,Osasuna,1,2,A,0,2,A,16,12,3,2,6,10,7,5,1,1,1,0,2.2,3.2,3.4,2.3,3.1,3.3,1314,0,12
7265,SP1,2014-03-31,Betis,Malaga,1,2,A,1,0,H,11,8,2,4,6,11,3,7,2,7,0,0,2.2,3.3,3.3,2.15,3.25,3.4,1314,4,33
7266,SP1,2014-03-31,Granada,Levante,0,2,A,0,0,D,8,15,1,5,17,17,7,3,2,4,0,0,1.85,3.5,4.2,1.78,3.4,4.75,1314,27,31
7267,SP1,2014-03-30,Villarreal,Elche,1,1,D,1,1,D,10,7,3,2,16,14,6,5,1,1,0,0,1.44,4.33,7.0,1.48,4.0,7.0,1314,19,7
7268,SP1,2014-03-30,Valladolid,Almeria,1,0,H,1,0,H,20,14,8,3,12,12,5,6,2,0,0,1,1.91,3.4,4.0,1.85,3.3,4.5,1314,18,0
7269,SP1,2014-03-30,Valencia,Getafe,1,3,A,1,2,A,19,11,3,6,15,20,12,5,2,4,1,0,1.4,4.33,8.5,1.4,4.4,8.0,1314,17,9
7270,SP1,2014-03-30,Osasuna,Real Sociedad,1,1,D,0,1,A,15,10,4,3,19,18,4,8,5,5,0,0,3.0,3.25,2.38,3.0,3.2,2.4,1314,12,15
7271,SP2,2014-03-30,Las Palmas,Sporting Gijon,2,1,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.38,3.25,3.0,2.2,3.2,3.0,1314,29,37
7272,SP2,2014-03-30,Girona,Alcorcon,3,1,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.38,3.1,3.1,2.4,3.1,2.75,1314,10,7313
7273,SP2,2014-03-30,Sabadell,Lugo,1,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.05,3.3,3.6,2.05,3.2,3.3,1314,7314,32
7274,SP2,2014-03-30,Jaen,Hercules,1,1,D,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.15,3.3,3.4,2.15,3.1,3.2,1314,7315,7315
7275,SP2,2014-03-30,Alaves,Zaragoza,2,2,D,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.38,3.2,3.1,2.45,3.2,2.65,1314,20,41
7276,SP2,2014-03-29,Cordoba,Murcia,1,1,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.2,3.4,2.15,3.0,3.3,1314,7317,7317
7277,SP1,2014-03-29,Celta Vigo,Sevilla,1,0,H,0,0,D,14,10,4,3,10,12,11,7,1,4,0,0,3.0,3.25,2.38,3.0,3.2,2.4,1314,6,16
7278,SP1,2014-03-29,Athletic Club,Atletico Madrid,1,2,A,1,1,D,13,10,2,3,19,15,3,4,3,2,1,0,2.9,3.3,2.4,3.0,3.2,2.4,1314,1,2
7279,SP1,2014-03-29,Real Madrid,Rayo Vallecano,5,0,H,1,0,H,16,15,7,2,13,14,4,6,1,0,0,0,1.04,13.0,34.0,1.07,13.0,17.5,1314,14,13
7280,SP2,2014-03-29,Ponferradina,Real Madrid B,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.25,3.2,3.2,2.3,3.1,2.9,1314,35,7321
7281,SP2,2014-03-29,Numancia,CD Mirandes,0,1,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.85,3.4,4.33,1.87,3.0,4.33,1314,7322,25
7282,SP2,2014-03-29,Mallorca,Recreativo,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.85,3.5,4.2,1.83,3.25,4.0,1314,11,7323
7283,SP2,2014-03-29,La Coruna,Tenerife,1,1,D,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.95,3.4,3.9,1.83,3.3,4.0,1314,7324,38
7284,SP2,2014-03-29,Eibar,Barcelona B,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.5,3.6,1.95,3.2,3.6,1314,26,7325
7285,SP1,2014-03-29,Espanyol,Barcelona,0,1,A,0,0,D,8,20,1,8,24,8,3,11,4,2,1,0,9.0,5.0,1.33,8.5,5.0,1.33,1314,8,3
7286,SP1,2014-03-27,Getafe,Villarreal,0,1,A,0,1,A,12,12,1,3,15,19,9,2,3,3,0,0,3.3,3.3,2.2,3.3,3.4,2.15,1314,9,19
7287,SP1,2014-03-27,Real Sociedad,Valladolid,1,0,H,1,0,H,14,9,7,1,13,15,2,11,3,5,0,0,1.44,4.2,7.5,1.45,4.2,7.25,1314,15,18
7288,SP1,2014-03-27,Levante,Betis,1,3,A,1,1,D,9,10,4,5,18,13,7,7,3,3,0,0,2.3,3.2,3.1,2.35,3.25,3.0,1314,31,4
7289,SP1,2014-03-27,Almeria,Valencia,2,2,D,0,2,A,20,15,9,5,19,9,6,4,5,1,0,0,3.8,3.5,1.95,3.75,3.5,1.95,1314,0,17
7290,SP1,2014-03-26,Atletico Madrid,Granada,1,0,H,0,0,D,16,7,5,0,12,12,14,4,1,3,0,0,1.18,6.5,15.0,1.2,6.0,15.0,1314,2,27
7291,SP1,2014-03-26,Rayo Vallecano,Osasuna,1,0,H,0,0,D,14,7,5,2,11,12,9,3,3,5,0,0,1.83,3.4,4.5,1.87,3.5,4.1,1314,13,12
7292,SP1,2014-03-26,Barcelona,Celta Vigo,3,0,H,2,0,H,14,8,6,6,11,8,4,6,2,2,0,0,1.05,15.0,34.0,1.05,14.0,23.0,1314,3,6
7293,SP1,2014-03-26,Sevilla,Real Madrid,2,1,H,1,1,D,12,26,3,8,13,13,2,9,3,3,0,0,5.5,4.5,1.53,5.5,4.33,1.53,1314,16,14
7294,SP1,2014-03-25,Malaga,Espanyol,1,2,A,1,1,D,16,7,5,4,7,8,3,8,1,1,1,0,2.45,3.1,3.0,2.3,3.25,3.1,1314,33,8
7295,SP1,2014-03-25,Elche,Athletic Club,0,0,D,0,0,D,12,8,2,1,25,17,7,2,2,2,0,0,4.0,3.3,1.95,4.33,3.4,1.85,1314,7,1
7296,SP1,2014-03-24,Almeria,Real Sociedad,4,3,H,1,1,D,14,23,8,11,14,13,11,6,4,3,0,0,3.4,3.4,2.1,3.4,3.4,2.1,1314,0,15
7297,SP2,2014-03-23,Hercules,Numancia,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.3,3.2,3.1,2.35,2.95,2.95,1314,7338,7338
7298,SP1,2014-03-23,Osasuna,Sevilla,1,2,A,0,2,A,18,10,3,3,12,22,7,1,3,1,0,0,2.9,3.3,2.38,2.8,3.4,2.4,1314,12,16
7299,SP1,2014-03-23,Valencia,Villarreal,2,1,H,2,0,H,14,4,5,1,16,18,7,1,2,3,0,0,2.05,3.4,3.5,2.05,3.4,3.5,1314,17,19
7300,SP1,2014-03-23,Real Madrid,Barcelona,3,4,A,2,2,D,13,18,8,6,24,12,1,5,5,2,1,0,2.25,3.5,3.0,2.25,3.5,3.0,1314,14,3
7301,SP2,2014-03-23,Zaragoza,La Coruna,0,1,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.63,3.0,2.88,2.45,3.1,2.7,1314,41,7342
7302,SP2,2014-03-23,Tenerife,Ponferradina,5,0,H,3,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.05,3.2,3.8,1.95,3.1,3.8,1314,38,35
7303,SP2,2014-03-23,Sporting Gijon,Girona,3,1,H,3,1,H,13,11,5,4,15,15,6,4,2,3,0,0,1.62,3.8,5.5,1.57,3.5,5.5,1314,37,10
7304,SP2,2014-03-23,Real Madrid B,Mallorca,1,2,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.25,3.2,3.3,2.2,3.25,3.0,1314,7345,11
7305,SP1,2014-03-23,Betis,Atletico Madrid,0,2,A,0,0,D,5,9,1,2,18,14,0,7,2,2,1,0,6.0,3.8,1.57,6.25,3.8,1.55,1314,4,2
7306,SP1,2014-03-22,Athletic Club,Getafe,1,0,H,1,0,H,14,9,8,3,14,25,10,4,1,3,0,0,1.36,5.0,7.5,1.35,4.75,8.5,1314,1,9
7307,SP2,2014-03-22,Alcorcon,Jaen,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.83,3.4,4.5,1.78,3.1,4.6,1314,7348,7348
7308,SP2,2014-03-22,Barcelona B,Alaves,2,1,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.91,3.5,4.0,1.85,3.4,3.8,1314,7349,20
7309,SP2,2014-03-22,Lugo,Recreativo,2,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.3,3.1,3.3,2.35,2.95,3.0,1314,32,7350
7310,SP2,2014-03-22,CD Mirandes,Eibar,1,4,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.38,3.0,3.25,2.45,2.85,2.9,1314,25,26
7311,SP2,2014-03-22,Murcia,Las Palmas,1,3,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.4,3.1,3.1,2.3,2.95,3.1,1314,7352,29
7312,SP2,2014-03-22,Sabadell,Cordoba,3,2,H,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.1,3.5,2.1,3.0,3.4,1314,7353,7353
7313,SP1,2014-03-22,Espanyol,Levante,0,0,D,0,0,D,12,6,3,3,10,18,8,9,4,3,0,1,1.67,3.6,5.5,1.7,3.4,5.5,1314,8,31
7314,SP1,2014-03-22,Granada,Elche,1,0,H,0,0,D,9,10,4,4,15,18,5,3,1,3,0,1,2.05,3.2,3.8,2.0,3.3,3.8,1314,27,7
7315,SP1,2014-03-22,Valladolid,Rayo Vallecano,1,1,D,1,1,D,9,16,2,3,10,6,4,7,4,2,0,0,2.4,3.3,2.9,2.3,3.25,3.1,1314,18,13
7316,SP1,2014-03-21,Celta Vigo,Malaga,0,2,A,0,2,A,12,9,3,4,8,14,6,2,1,5,0,1,1.91,3.4,4.0,2.0,3.3,3.8,1314,6,33
7317,SP1,2014-03-17,Villarreal,Athletic Club,1,1,D,0,0,D,8,7,3,4,14,12,11,5,1,2,1,0,2.25,3.4,3.1,2.15,3.4,3.3,1314,19,1
7318,SP1,2014-03-16,Sevilla,Valladolid,4,1,H,2,0,H,14,8,6,2,13,13,9,2,3,3,0,0,1.44,4.33,7.0,1.4,4.5,7.75,1314,16,18
7319,SP2,2014-03-16,Eibar,Hercules,1,1,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.2,4.0,1.85,3.3,3.9,1314,26,7360
7320,SP1,2014-03-16,Real Sociedad,Valencia,1,0,H,0,0,D,9,12,2,3,16,20,6,9,2,4,0,0,2.05,3.5,3.4,2.0,3.5,3.6,1314,15,17
7321,SP2,2014-03-16,Cordoba,Lugo,1,1,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.1,4.2,1.95,3.0,4.0,1314,7362,32
7322,SP1,2014-03-16,Elche,Betis,0,0,D,0,0,D,12,9,1,3,15,18,6,3,4,3,0,0,2.38,3.2,3.0,2.25,3.2,3.25,1314,7,4
7323,SP1,2014-03-16,Barcelona,Osasuna,7,0,H,3,0,H,20,6,11,3,9,10,4,4,1,2,0,0,1.05,15.0,29.0,1.07,10.5,31.0,1314,3,12
7324,SP2,2014-03-16,Ponferradina,Zaragoza,4,2,H,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.2,3.4,2.25,3.1,3.0,1314,35,41
7325,SP2,2014-03-16,Numancia,Alcorcon,0,1,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.1,3.8,2.05,3.1,3.4,1314,7366,7366
7326,SP2,2014-03-16,Mallorca,Tenerife,2,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.83,3.5,4.33,1.83,3.3,4.0,1314,11,38
7327,SP2,2014-03-16,Girona,Murcia,0,1,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.1,3.5,2.2,3.0,3.25,1314,10,7368
7328,SP1,2014-03-15,Atletico Madrid,Espanyol,1,0,H,0,0,D,8,8,2,4,11,17,7,2,3,3,0,0,1.29,5.0,12.0,1.33,4.75,9.5,1314,2,8
7329,SP1,2014-03-15,Rayo Vallecano,Almeria,3,1,H,1,0,H,14,7,5,2,11,16,6,6,1,3,0,0,1.83,3.5,4.2,1.85,3.5,4.2,1314,13,0
7330,SP1,2014-03-15,Levante,Celta Vigo,0,1,A,0,1,A,18,26,8,8,17,18,4,9,3,5,0,0,2.5,3.1,2.9,2.5,3.2,2.85,1314,31,6
7331,SP1,2014-03-15,Malaga,Real Madrid,0,1,A,0,1,A,12,13,4,6,10,6,7,6,2,0,0,0,12.0,6.0,1.25,12.5,6.0,1.22,1314,33,14
7332,SP2,2014-03-15,Recreativo,Real Madrid B,2,3,A,1,2,A,13,11,5,4,15,15,6,4,2,3,0,0,2.4,3.2,3.0,2.15,3.1,3.2,1314,7373,7373
7333,SP2,2014-03-15,Las Palmas,Sabadell,5,0,H,3,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.75,3.5,4.75,1.75,3.3,4.4,1314,29,7374
7334,SP2,2014-03-15,Alaves,CD Mirandes,0,2,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.2,4.0,2.0,3.1,3.6,1314,20,25
7335,SP2,2014-03-15,Jaen,Sporting Gijon,3,2,H,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,3.0,3.2,2.38,3.0,3.1,2.25,1314,7376,37
7336,SP2,2014-03-15,La Coruna,Barcelona B,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.83,3.5,4.33,1.8,3.4,4.0,1314,7377,7377
7337,SP1,2014-03-14,Getafe,Granada,3,3,D,2,1,H,11,17,5,5,14,10,4,10,4,1,1,1,2.1,3.25,3.5,2.2,3.2,3.4,1314,9,27
7338,SP1,2014-03-10,Real Sociedad,Rayo Vallecano,2,3,A,2,1,H,15,15,6,4,11,14,3,8,0,3,0,0,1.44,4.5,6.5,1.45,4.4,6.75,1314,15,13
7339,SP1,2014-03-10,Osasuna,Malaga,0,2,A,0,1,A,19,11,7,4,5,19,10,10,1,3,0,1,2.3,3.1,3.25,2.25,3.2,3.25,1314,12,33
7340,SP2,2014-03-09,Hercules,Alaves,2,0,H,2,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.91,3.25,4.2,1.95,3.25,3.6,1314,7381,20
7341,SP1,2014-03-09,Almeria,Sevilla,1,3,A,0,1,A,8,7,5,4,11,13,3,8,2,4,0,0,3.4,3.4,2.1,3.5,3.4,2.05,1314,0,16
7342,SP1,2014-03-09,Valencia,Athletic Club,1,1,D,1,0,H,13,13,4,4,15,15,9,6,3,2,0,0,2.25,3.3,3.2,2.1,3.4,3.4,1314,17,1
7343,SP1,2014-03-09,Real Madrid,Levante,3,0,H,1,0,H,25,6,10,1,12,12,12,2,2,2,0,1,1.05,15.0,29.0,1.06,12.0,26.0,1314,14,31
7344,SP1,2014-03-09,Espanyol,Elche,3,1,H,2,0,H,12,12,6,3,16,11,5,5,1,3,0,0,1.75,3.5,4.75,1.75,3.3,5.25,1314,8,7
7345,SP2,2014-03-09,Barcelona B,Ponferradina,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.3,3.8,1.95,3.25,3.6,1314,7386,35
7346,SP2,2014-03-09,Zaragoza,Mallorca,1,1,D,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.15,3.3,3.4,2.15,3.2,3.1,1314,41,11
7347,SP2,2014-03-09,Tenerife,Recreativo,1,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.1,3.75,2.15,3.1,3.2,1314,38,7388
7348,SP2,2014-03-09,Sporting Gijon,Numancia,2,2,D,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,1.91,3.2,4.33,1.85,3.1,4.2,1314,37,7389
7349,SP2,2014-03-09,Murcia,Jaen,2,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.2,4.0,1.95,3.1,3.75,1314,7390,7390
7350,SP2,2014-03-09,Lugo,Real Madrid B,1,1,D,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.4,3.2,3.0,2.25,3.2,2.9,1314,32,7391
7351,SP1,2014-03-08,Celta Vigo,Atletico Madrid,0,2,A,0,0,D,9,13,2,7,12,11,2,5,1,3,0,0,4.0,3.4,1.91,4.2,3.3,1.91,1314,6,2
7352,SP1,2014-03-08,Granada,Villarreal,2,0,H,2,0,H,13,5,4,1,21,17,3,3,4,1,0,0,3.4,3.2,2.2,3.2,3.25,2.25,1314,27,19
7353,SP1,2014-03-08,Valladolid,Barcelona,1,0,H,1,0,H,7,13,2,6,15,14,4,3,5,1,0,0,12.0,7.0,1.2,11.5,6.0,1.23,1314,18,3
7354,SP2,2014-03-08,Sabadell,Girona,4,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.3,3.1,3.25,2.35,3.1,2.85,1314,7395,10
7355,SP2,2014-03-08,Alcorcon,Eibar,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.05,3.2,3.8,2.1,3.0,3.4,1314,7396,26
7356,SP2,2014-03-08,Cordoba,Las Palmas,0,1,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.25,3.1,3.4,2.15,3.1,3.2,1314,7397,29
7357,SP2,2014-03-08,CD Mirandes,La Coruna,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,3.1,3.1,2.38,3.1,2.9,2.3,1314,25,7398
7358,SP1,2014-03-08,Betis,Getafe,2,0,H,2,0,H,17,9,5,2,15,16,6,6,3,3,0,0,1.91,3.4,4.0,1.91,3.3,4.2,1314,4,9
7359,SP2,2014-03-02,Ponferradina,CD Mirandes,1,1,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.2,4.0,2.05,3.2,3.3,1314,35,25
7360,SP1,2014-03-02,Villarreal,Betis,1,1,D,0,0,D,4,11,3,3,11,12,7,8,1,4,1,0,1.36,4.75,8.5,1.4,4.6,7.5,1314,19,4
7361,SP1,2014-03-02,Rayo Vallecano,Valencia,1,0,H,0,0,D,17,11,3,1,19,16,3,3,3,1,0,1,3.3,3.3,2.2,3.4,3.5,2.05,1314,13,17
7362,SP1,2014-03-02,Sevilla,Real Sociedad,1,0,H,0,0,D,10,11,5,3,15,10,3,4,2,4,0,0,1.91,3.75,3.6,2.05,3.8,3.5,1314,16,15
7363,SP1,2014-03-02,Barcelona,Almeria,4,1,H,2,1,H,29,6,11,3,8,12,13,4,1,4,0,0,1.05,13.0,34.0,1.06,11.0,29.0,1314,3,0
7364,SP1,2014-03-02,Atletico Madrid,Real Madrid,2,2,D,2,1,H,11,15,4,6,17,10,6,4,3,2,0,0,3.5,3.4,2.05,3.7,3.5,1.95,1314,2,14
7365,SP2,2014-03-02,Numancia,Murcia,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.2,4.0,2.05,3.1,3.4,1314,7406,7406
7366,SP2,2014-03-02,Las Palmas,Lugo,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.91,3.3,4.2,1.83,3.25,4.0,1314,29,32
7367,SP2,2014-03-02,Eibar,Sporting Gijon,3,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.6,3.2,2.75,2.35,3.0,2.9,1314,26,37
7368,SP2,2014-03-02,Girona,Cordoba,0,1,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.25,3.2,3.3,2.1,3.2,3.2,1314,10,7409
7369,SP2,2014-03-02,Jaen,Sabadell,0,1,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.95,3.2,4.2,1.87,3.3,3.8,1314,7410,7410
7370,SP2,2014-03-02,La Coruna,Hercules,3,2,H,2,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.75,3.5,4.75,1.72,3.3,4.6,1314,7411,7411
7371,SP1,2014-03-01,Getafe,Espanyol,0,0,D,0,0,D,15,17,7,3,9,11,10,11,4,3,0,0,2.6,3.2,2.75,2.55,3.1,2.85,1314,9,8
7372,SP1,2014-03-01,Malaga,Valladolid,1,1,D,1,1,D,17,8,5,3,18,15,8,5,0,1,0,0,1.85,3.4,4.33,1.78,3.4,4.75,1314,33,18
7373,SP1,2014-03-01,Levante,Osasuna,2,0,H,2,0,H,7,15,3,4,22,18,3,6,4,3,1,0,2.3,3.2,3.2,2.35,3.2,3.0,1314,31,12
7374,SP1,2014-03-01,Elche,Celta Vigo,1,0,H,0,0,D,9,12,1,3,13,15,3,12,5,3,0,0,2.5,3.1,2.9,2.25,3.25,3.2,1314,7,6
7375,SP2,2014-03-01,Alaves,Alcorcon,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.4,3.2,3.0,2.45,3.0,2.8,1314,20,7416
7376,SP2,2014-03-01,Mallorca,Barcelona B,1,2,A,0,2,A,13,11,5,4,15,15,6,4,2,3,0,0,1.95,3.3,4.0,1.91,3.5,3.4,1314,11,7417
7377,SP2,2014-03-01,Real Madrid B,Tenerife,2,2,D,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.4,3.75,1.95,3.3,3.5,1314,7418,38
7378,SP2,2014-03-01,Recreativo,Zaragoza,2,2,D,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.25,3.3,1.95,3.3,3.5,1314,7419,41
7379,SP1,2014-02-28,Athletic Club,Granada,4,0,H,2,0,H,27,6,10,1,9,12,6,3,0,2,0,1,1.4,4.5,7.5,1.4,4.4,8.0,1314,1,27
7380,SP1,2014-02-24,Espanyol,Villarreal,1,2,A,0,1,A,13,10,6,4,12,19,2,2,4,4,0,0,2.5,3.25,2.8,2.5,3.1,2.9,1314,8,19
7381,SP2,2014-02-23,Murcia,Eibar,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.1,3.5,2.25,2.95,3.2,1314,7422,26
7382,SP2,2014-02-23,Sabadell,Numancia,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.63,3.1,2.8,2.6,3.0,2.6,1314,7423,7423
7383,SP2,2014-02-23,Zaragoza,Real Madrid B,0,2,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.3,3.5,1.91,3.3,3.6,1314,41,7424
7384,SP2,2014-02-23,Cordoba,Jaen,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.2,4.0,1.91,3.25,3.7,1314,7425,7425
7385,SP2,2014-02-23,Lugo,Tenerife,1,3,A,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.1,3.5,2.1,3.1,3.3,1314,32,38
7386,SP2,2014-02-23,Hercules,Ponferradina,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.2,3.6,2.05,3.2,3.3,1314,7427,35
7387,SP2,2014-02-23,Alcorcon,La Coruna,1,2,A,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.3,3.1,3.3,2.25,3.0,3.1,1314,7428,7428
7388,SP1,2014-02-23,Osasuna,Atletico Madrid,3,0,H,3,0,H,10,13,4,6,13,10,6,9,0,1,0,0,7.0,4.0,1.5,7.25,4.0,1.48,1314,12,2
7389,SP1,2014-02-23,Rayo Vallecano,Sevilla,0,1,A,0,0,D,9,9,1,2,16,11,1,7,2,1,0,1,3.1,3.4,2.25,3.25,3.3,2.2,1314,13,16
7390,SP1,2014-02-23,Valencia,Granada,2,1,H,0,0,D,17,8,7,3,14,15,8,2,5,3,0,0,1.5,4.1,6.5,1.5,4.2,6.25,1314,17,27
7391,SP1,2014-02-23,Betis,Athletic Club,0,2,A,0,1,A,11,14,4,7,14,10,8,5,2,1,2,0,2.88,3.4,2.38,2.95,3.3,2.35,1314,4,1
7392,SP2,2014-02-22,Las Palmas,Girona,2,1,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.95,3.3,4.0,2.0,3.25,3.4,1314,29,10
7393,SP2,2014-02-22,CD Mirandes,Mallorca,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.63,3.2,2.7,2.4,3.2,2.7,1314,25,11
7394,SP2,2014-02-22,Sporting Gijon,Alaves,2,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.67,3.5,5.5,1.67,3.4,4.75,1314,37,20
7395,SP2,2014-02-22,Barcelona B,Recreativo,0,1,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.4,3.4,2.15,3.25,3.1,1314,7436,7436
7396,SP1,2014-02-22,Almeria,Malaga,0,0,D,0,0,D,7,14,2,2,14,23,5,5,2,5,0,0,2.5,3.2,2.88,2.6,3.25,2.7,1314,0,33
7397,SP1,2014-02-22,Real Sociedad,Barcelona,3,1,H,1,1,D,15,12,3,3,13,15,2,13,2,3,0,0,7.5,5.0,1.36,8.0,5.0,1.36,1314,15,3
7398,SP1,2014-02-22,Real Madrid,Elche,3,0,H,1,0,H,16,5,7,2,14,19,9,1,1,3,0,0,1.07,11.0,29.0,1.08,10.0,26.0,1314,14,7
7399,SP1,2014-02-22,Celta Vigo,Getafe,1,1,D,0,1,A,19,6,8,4,15,16,5,0,6,4,0,1,1.75,3.6,4.75,1.72,3.5,5.0,1314,6,9
7400,SP1,2014-02-21,Valladolid,Levante,1,1,D,0,1,A,11,3,2,1,13,16,4,1,3,3,0,0,2.1,3.1,3.8,2.05,3.25,3.7,1314,18,31
7401,SP1,2014-02-17,Malaga,Real Sociedad,0,1,A,0,1,A,14,7,5,3,12,15,6,2,3,0,0,0,2.7,3.25,2.6,2.8,3.3,2.45,1314,33,15
7402,SP2,2014-02-16,Alaves,Murcia,0,1,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.15,3.25,3.4,2.2,3.1,3.1,1314,20,7443
7403,SP2,2014-02-16,Girona,Lugo,6,0,H,2,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.2,3.4,2.3,3.0,3.0,1314,10,32
7404,SP2,2014-02-16,La Coruna,Sporting Gijon,1,1,D,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.2,3.1,3.5,2.15,3.1,3.2,1314,7445,37
7405,SP2,2014-02-16,Ponferradina,Alcorcon,0,2,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.25,3.0,3.5,2.15,3.0,3.3,1314,35,7446
7406,SP2,2014-02-16,Recreativo,CD Mirandes,1,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.95,3.4,3.9,1.95,3.2,3.6,1314,7447,25
7407,SP2,2014-02-16,Numancia,Cordoba,3,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.05,3.25,3.75,2.0,3.1,3.6,1314,7448,7448
