,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
734,Roberto González,es ESP,MF,Alavés,21-335,2001,11,2,328,3.6,0,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27
735,Rubén González,es ESP,DF,Racing Sant,28-091,1994,17,16,"1,467",16.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
736,Sergio González,es ESP,"DF,MF",Tenerife,25-207,1997,8,7,641,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
737,José Gragera,es ESP,MF,Sporting Gijón,22-007,2000,11,7,730,8.1,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25
738,Jaume Grau,es ESP,MF,Zaragoza,25-216,1997,18,17,"1,378",15.3,1,0,1,0,0,6,1,0.07,0.00,0.07,0.07,0.07
739,Francisco Grimà Aguilera,es ESP,DF,UD Ibiza,35-305,1987,8,7,625,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
740,Makhtar Gueye,sn SEN,FW,Zaragoza,25-003,1997,11,3,370,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
741,Jon Guridi,es ESP,"MF,FW",Alavés,27-282,1995,17,15,"1,293",14.4,0,1,0,0,1,2,0,0.00,0.07,0.07,0.00,0.07
742,Cristian Gutierrez,es ESP,MF,Málaga,22-007,2000,8,5,503,5.6,2,0,2,0,0,1,0,0.36,0.00,0.36,0.36,0.36
743,Hacen,mr MTN,"FW,MF",Lugo,24-341,1997,15,7,644,7.2,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
744,Taichi Hara,jp JPN,FW,Alavés,23-216,1999,13,2,365,4.1,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25
745,Kento Hashimoto,jp JPN,MF,Huesca,29-113,1993,17,11,"1,030",11.4,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09
746,Haissem Hassan,fr FRA,MF,Villarreal B,20-302,2002,15,5,585,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
747,Juan Hernández,es ESP,FW,Burgos,28-001,1994,7,1,142,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
748,Juan Hernández,es ESP,MF,Ponferradina,28-001,1994,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
749,Cristian Herrera,es ESP,MF,UD Ibiza,31-269,1991,14,14,"1,156",12.8,3,0,3,0,0,4,0,0.23,0.00,0.23,0.23,0.23
750,,,,,,,,,,,,,,,,,,,,,,
751,Alfonso Herrero,es ESP,GK,CD Mirandés,28-230,1994,14,14,"1,259",14.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
752,Pablo Hervías,es ESP,MF,Málaga,29-274,1993,12,6,499,5.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
753,Hector Hevel,nl NED,MF,Andorra,26-206,1996,16,11,"1,097",12.2,1,3,1,0,0,5,0,0.08,0.25,0.33,0.08,0.33
754,Robert Ibáñez,es ESP,"MF,FW",Levante,29-260,1993,9,5,403,4.5,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22
755,Juan Ibiza,es ESP,DF,UD Ibiza,27-112,1995,12,11,976,10.8,1,0,1,0,0,4,1,0.09,0.00,0.09,0.09,0.09
756,Vicente Iborra,es ESP,MF,Levante,34-325,1988,18,15,"1,398",15.5,2,0,2,0,0,4,0,0.13,0.00,0.13,0.13,0.13
757,Ibra,es ESP,MF,Tenerife,20-340,2002,1,0,20,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
758,Imanol,es ESP,DF,Eibar,22-182,2000,17,15,"1,274",14.2,0,2,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14
759,Pablo Íñiguez,es ESP,DF,Villarreal B,28-321,1994,5,4,365,4.1,2,0,2,0,0,1,0,0.49,0.00,0.49,0.49,0.49
760,Pablo Insua,es ESP,DF,Sporting Gijón,29-089,1993,17,17,"1,480",16.4,1,1,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12
761,Nikita Iosifov,ru RUS,MF,Villarreal B,21-240,2001,7,2,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
762,Jairo Izquierdo,es ESP,"MF,DF",Cartagena,29-046,1993,17,14,"1,263",14.0,0,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14
763,Carlos Izquierdoz,ar ARG,DF,Sporting Gijón,34-034,1988,17,16,"1,426",15.8,1,1,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13
764,Ayoub Jabbari,ma MAR,FW,Racing Sant,22-311,2000,3,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
765,Jacobo,es ESP,FW,Andorra,25-257,1997,10,3,347,3.9,0,1,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26
766,Ibrahim Janis,es ESP,DF,Ponferradina,22-261,2000,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
767,Isak Jansson,se SWE,"FW,MF",Cartagena,20-310,2002,13,5,498,5.5,2,0,2,0,0,1,0,0.36,0.00,0.36,0.36,0.36
768,Jason,es ESP,MF,Alavés,28-154,1994,11,5,527,5.9,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17
769,Álvaro Jiménez,es ESP,MF,Las Palmas,27-202,1995,12,11,764,8.5,2,0,2,0,0,2,0,0.24,0.00,0.24,0.24,0.24
770,Dani Jiménez,es ESP,GK,Leganés,32-277,1990,8,8,691,7.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
771,Javier Jiménez,es ESP,DF,Málaga,26-330,1996,15,15,"1,269",14.1,1,0,1,0,0,3,1,0.07,0.00,0.07,0.07,0.07
772,Jofre,es ESP,FW,CD Mirandés,21-173,2001,6,1,148,1.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
773,Jony,es ESP,MF,Sporting Gijón,31-151,1991,8,1,223,2.5,1,0,1,0,0,0,0,0.40,0.00,0.40,0.40,0.40
774,Filip Jörgensen,dk DEN,GK,Villarreal B,20-235,2002,10,10,900,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
775,Josema,es ESP,DF,Leganés,26-184,1996,12,10,749,8.3,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12
776,,,,,,,,,,,,,,,,,,,,,,
777,Jozabed,es ESP,MF,Málaga,31-274,1991,11,4,417,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
778,Miguel Juan Llambrich,es ESP,DF,Oviedo,26-323,1996,4,1,124,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
779,Juande,es ESP,DF,Málaga,23-153,1999,10,8,749,8.3,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12
780,Juanfran,es ESP,DF,Málaga,34-087,1988,16,14,"1,266",14.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
781,Juanlu,es ESP,"MF,FW",CD Mirandés,19-114,2003,15,11,955,10.6,1,1,1,0,0,0,0,0.09,0.09,0.19,0.09,0.19
782,José Jurado,es ESP,MF,Tenerife,30-169,1992,12,8,746,8.3,1,0,1,0,0,5,0,0.12,0.00,0.12,0.12,0.12
783,Aboubakary Kanté,gm GAM,FW,Huesca,28-118,1994,14,5,515,5.7,2,0,2,0,0,2,0,0.35,0.00,0.35,0.35,0.35
784,Andy Kawaya,be BEL,MF,Albacete,26-106,1996,5,0,46,0.5,1,1,1,0,0,0,0,1.96,1.96,3.91,1.96,3.91
785,Koba Koindredi,fr FRA,MF,Oviedo,21-041,2001,5,3,316,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
786,Vasyl Kravets,ua UKR,DF,Leganés,25-109,1997,2,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
787,Kuki,es ESP,FW,Ponferradina,24-216,1998,2,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
788,Adrián de la Fuente,es ESP,DF,Villarreal B,23-284,1999,14,14,"1,245",13.8,1,0,1,0,0,6,1,0.07,0.00,0.07,0.07,0.07
789,Derik Lacerda,br BRA,"FW,MF",Ponferradina,23-071,1999,17,11,"1,043",11.6,3,2,3,0,0,4,0,0.26,0.17,0.43,0.26,0.43
790,Víctor Laguardia,es ESP,DF,Alavés,33-032,1989,4,0,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
791,Larra,es ESP,"DF,MF",Zaragoza,24-355,1997,17,6,707,7.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
792,Pablo Larrea,es ESP,MF,Tenerife,28-306,1994,9,4,432,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
793,Daniel Lasure,es ESP,DF,Zaragoza,28-283,1994,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
794,Orest Lebedenko,ua UKR,DF,Lugo,24-075,1998,7,2,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
795,Juanpe Lele,es ESP,MF,Lugo,26-310,1996,17,10,"1,005",11.2,1,0,0,1,1,4,0,0.09,0.00,0.09,0.00,0.00
796,Álvaro Lemos,es ESP,"MF,DF",Las Palmas,29-252,1993,13,3,543,6.0,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17
797,José León Bernal,es ESP,DF,Tenerife,27-307,1995,12,9,865,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
798,Raúl Lizoain,es ESP,GK,Andorra,31-314,1991,12,12,"1,080",12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
799,Enzo Loiodice,fr FRA,MF,Las Palmas,22-010,2000,18,18,"1,462",16.2,1,3,1,0,0,6,1,0.06,0.18,0.25,0.06,0.25
800,Enzo Lombardo,fr FRA,MF,Huesca,25-235,1997,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
801,Adrián López,es ESP,GK,Granada,23-332,1999,2,1,174,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
802,,,,,,,,,,,,,,,,,,,,,,
803,Andoni López,es ESP,DF,Tenerife,26-246,1996,2,1,67,0.7,0,1,0,0,0,0,0,0.00,1.34,1.34,0.00,1.34
804,Javi López,es ESP,DF,Alavés,20-340,2002,12,6,518,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
805,Javi López,es ESP,MF,Burgos,21-216,2001,2,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
806,Lluis López,es ESP,DF,Zaragoza,25-277,1997,15,15,"1,322",14.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
807,Roberto López,es ESP,"MF,FW",CD Mirandés,22-227,2000,17,12,"1,060",11.8,3,2,2,1,1,3,0,0.25,0.17,0.42,0.17,0.34
808,Dani Lorenzo,es ESP,MF,Málaga,19-246,2003,6,1,138,1.5,1,0,1,0,0,1,0,0.65,0.00,0.65,0.65,0.65
809,Miguel Loureiro,es ESP,DF,Lugo,26-016,1996,18,15,"1,378",15.3,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
810,Neyder Lozano,co COL,DF,Lugo,28-278,1994,9,9,717,8.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
811,Sergio Lozano,es ESP,"MF,FW",Villarreal B,23-258,1999,9,7,636,7.1,3,4,2,1,2,6,1,0.42,0.57,0.99,0.28,0.85
812,Oier Luengo,es ESP,DF,Oviedo,25-026,1997,5,4,365,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
813,Luismi,es ESP,MF,Oviedo,30-216,1992,13,13,"1,130",12.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
814,Jordan Lukaku,be BEL,DF,Ponferradina,28-135,1994,7,4,319,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
815,Marcos Luna,es ESP,DF,Zaragoza,19-246,2003,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
816,Sergi Maestre,es ESP,MF,Albacete,32-019,1990,14,4,405,4.5,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22
817,Abdallahi Mahmoud,mr MTN,MF,Alavés,22-217,2000,3,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
818,Giorgi Makaridze,ge GEO,GK,Ponferradina,32-251,1990,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
819,Mantilla,es ESP,DF,Racing Sant,22-212,2000,4,4,315,3.5,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29
820,Nikola Maraš,rs SRB,DF,Alavés,26-353,1995,16,14,"1,290",14.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
821,José Marí,es ESP,DF,Cartagena,21-285,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
822,Juan María,es ESP,DF,Albacete,21-305,2001,10,5,447,5.0,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20
823,Higinio Marín,es ESP,FW,Albacete,29-049,1993,17,14,"1,229",13.7,4,0,4,0,0,4,0,0.29,0.00,0.29,0.29,0.29
824,Diego Mariño,es ESP,GK,Sporting Gijón,32-212,1990,16,16,"1,440",16.0,0,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06
825,Mika Màrmol,es ESP,DF,Andorra,20-158,2002,14,14,"1,154",12.8,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08
826,Álex Martín,es ESP,DF,CD Mirandés,24-316,1998,17,17,"1,451",16.1,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00
827,Nacho Martin,es ESP,MF,Sporting Gijón,20-263,2002,4,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
828,,,,,,,,,,,,,,,,,,,,,,
829,Carlos Martínez,es ESP,FW,Andorra,36-163,1986,15,7,616,6.8,4,0,4,0,0,0,1,0.58,0.00,0.58,0.58,0.58
830,Javi Martínez,es ESP,MF,Albacete,22-350,1999,7,1,145,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
831,Marc Martínez,es ESP,GK,Cartagena,32-247,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
832,Pablo Martínez,es ESP,MF,Levante,24-288,1998,14,5,518,5.8,1,0,1,0,0,0,1,0.17,0.00,0.17,0.17,0.17
833,Rubén Martínez,es ESP,MF,Albacete,32-364,1989,13,4,472,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
834,Marvin,es ESP,"MF,DF",Las Palmas,22-157,2000,8,2,243,2.7,1,1,1,0,0,0,0,0.37,0.37,0.74,0.37,0.74
835,Marc Mateu,es ESP,MF,Huesca,32-174,1990,17,16,"1,337",14.9,2,2,1,1,1,1,0,0.13,0.13,0.27,0.07,0.20
836,Jose Matos,es ESP,DF,Burgos,27-215,1995,9,7,631,7.0,0,4,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57
837,Jordi Mboula,es ESP,MF,Racing Sant,23-266,1999,16,14,"1,074",11.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
838,Agus Medina,es ESP,MF,Ponferradina,28-090,1994,13,10,917,10.2,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10
839,Unai Medina,es ESP,DF,Racing Sant,32-294,1990,6,4,364,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
840,Pedro Alejandro García Mejías,es ESP,MF,Las Palmas,19-263,2003,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
841,Óscar Melendo,es ESP,MF,Granada,25-106,1997,13,9,751,8.3,0,2,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24
842,Gonzalo Melero,es ESP,MF,Levante,28-339,1994,2,2,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
843,Jérémy Mellot,fr FRA,DF,Tenerife,28-254,1994,18,16,"1,479",16.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
844,Nacho Méndez,es ESP,MF,Sporting Gijón,24-252,1998,3,1,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
845,Maikel Mesa,es ESP,MF,Albacete,31-186,1991,18,18,"1,390",15.4,4,1,1,3,3,2,1,0.26,0.06,0.32,0.06,0.13
846,Víctor Meseguer,es ESP,MF,Granada,23-181,1999,11,7,626,7.0,1,0,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14
847,Omenuke Mfulu,cd COD,MF,Las Palmas,28-262,1994,17,16,"1,438",16.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
848,Nikolaos Michelis,gr GRE,DF,CD Mirandés,21-259,2001,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
849,Javier Mier,es ESP,"MF,FW",Oviedo,23-306,1999,10,4,367,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
850,Miguel,es ESP,DF,Villarreal B,25-309,1997,16,14,"1,215",13.5,1,2,1,0,0,3,0,0.07,0.15,0.22,0.07,0.22
851,Miguel,es ESP,FW,Alavés,23-095,1999,18,16,"1,239",13.8,4,2,4,0,0,3,0,0.29,0.15,0.44,0.29,0.44
852,Florian Miguel,fr FRA,DF,Huesca,26-097,1996,14,14,"1,196",13.3,0,1,0,0,0,1,1,0.00,0.08,0.08,0.00,0.08
853,Miki,es ESP,MF,UD Ibiza,26-079,1996,12,3,366,4.1,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25
854,,,,,,,,,,,,,,,,,,,,,,
855,Uroš Milovanović,rs SRB,FW,Sporting Gijón,22-050,2000,5,0,108,1.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
856,Ignasi Miquel,es ESP,DF,Granada,30-070,1992,11,9,751,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
857,Jorge Miramón,es ESP,"DF,MF",Leganés,33-188,1989,18,17,"1,538",17.1,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06
858,Dauda Mohammed,gh GHA,MF,Tenerife,24-290,1998,13,8,647,7.2,2,1,2,0,0,2,0,0.28,0.14,0.42,0.28,0.42
859,Alberto Moleiro,es ESP,MF,Las Palmas,19-068,2003,18,12,"1,048",11.6,0,3,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26
860,Arturo Molina,es ESP,MF,Racing Sant,26-142,1996,13,6,544,6.0,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17
861,Jorge Molina,es ESP,"FW,MF",Granada,40-229,1982,16,7,644,7.2,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14
862,Manu Molina,es ESP,MF,Zaragoza,31-017,1991,17,13,"1,152",12.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
863,Sergio Molina,es ESP,MF,Andorra,26-292,1996,14,11,918,10.2,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10
864,Victor Mollejo,es ESP,"FW,MF",Zaragoza,21-320,2001,18,10,921,10.2,1,2,1,0,0,3,0,0.10,0.20,0.29,0.10,0.29
865,Joni Montiel,es ESP,"MF,FW",Levante,24-095,1998,17,14,"1,135",12.6,2,2,1,1,1,3,0,0.16,0.16,0.32,0.08,0.24
866,Ángel Montoro,es ESP,MF,Oviedo,34-165,1988,15,11,"1,033",11.5,1,1,1,0,0,5,0,0.09,0.09,0.17,0.09,0.17
867,Ivan Monzón,es ESP,FW,Zaragoza,19-348,2002,6,3,269,3.0,1,1,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67
868,Wesley Moraes,br BRA,FW,Levante,26-011,1996,15,8,746,8.3,0,1,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12
869,Erik Morán,es ESP,MF,Ponferradina,31-196,1991,13,10,843,9.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
870,Iván Morante,es ESP,MF,UD Ibiza,21-326,2001,15,12,976,10.8,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00
871,Pol Moreno,es ESP,DF,Racing Sant,28-212,1994,18,18,"1,620",18.0,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06
872,Dani Morer,es ESP,DF,Andorra,24-305,1998,7,6,463,5.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
873,Mohamed Moukhliss,es ESP,MF,Andorra,22-304,2000,6,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
874,Toni Moya,es ESP,MF,Alavés,24-262,1998,18,5,707,7.9,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13
875,Sebas Moyano,es ESP,"MF,FW",Lugo,25-259,1997,17,12,"1,081",12.0,2,0,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17
876,Samuel Mráz,sk SVK,FW,CD Mirandés,25-208,1997,11,1,207,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
877,Mumo,es ESP,MF,Burgos,27-238,1995,17,6,725,8.1,2,1,2,0,0,5,0,0.25,0.12,0.37,0.25,0.37
878,Álex Muñoz,es ESP,DF,Levante,28-130,1994,13,11,"1,025",11.4,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09
879,Javier Muñoz,es ESP,MF,Eibar,27-282,1995,16,11,"1,042",11.6,0,2,0,0,0,4,2,0.00,0.17,0.17,0.00,0.17
880,,,,,,,,,,,,,,,,,,,,,,
881,Joaquín Muñoz,es ESP,MF,Huesca,23-272,1999,4,0,109,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
882,Juan Muñoz,es ESP,FW,Leganés,27-025,1995,19,12,"1,006",11.2,4,0,4,0,0,5,0,0.36,0.00,0.36,0.36,0.36
883,Luis Muñoz,es ESP,MF,Málaga,25-287,1997,11,7,554,6.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
884,Diego Murillo,es ESP,DF,Málaga,21-268,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
885,Charly Musonda Jr.,be BEL,MF,Levante,26-053,1996,4,0,61,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
886,Shkodran Mustafi,de GER,DF,Levante,30-234,1992,2,1,29,0.3,1,0,1,0,0,0,0,3.10,0.00,3.10,3.10,3.10
887,Damián Musto,ar ARG,MF,Cartagena,35-181,1987,15,13,"1,066",11.8,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00
888,Alfred N'Diaye,sn SEN,MF,Málaga,32-276,1990,12,11,994,11.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
889,Nacho,es ESP,DF,Tenerife,33-275,1989,16,13,"1,204",13.4,1,2,1,0,0,5,0,0.07,0.15,0.22,0.07,0.22
890,Tomeu Nadal,es ESP,GK,Oviedo,33-302,1989,14,14,"1,260",14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
891,Naranjo,es ESP,"MF,FW",Ponferradina,28-132,1994,18,13,"1,159",12.9,1,2,1,0,0,3,0,0.08,0.16,0.23,0.08,0.23
892,Juanjo Narváez,co COL,FW,Zaragoza,27-298,1995,3,2,157,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
893,Raúl Navarro,es ESP,"MF,DF",Burgos,28-303,1994,15,12,"1,070",11.9,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08
894,Raúl Navas,es ESP,DF,CD Mirandés,34-210,1988,15,15,"1,350",15.0,0,3,0,0,0,5,0,0.00,0.20,0.20,0.00,0.20
895,Neeskens,es ESP,FW,Cartagena,21-015,2001,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
896,Carlos Neva,es ESP,DF,Granada,26-178,1996,6,5,430,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
897,Yvan Neyou,cm CMR,MF,Leganés,25-338,1997,6,1,133,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
898,Carlos Nieto,es ESP,"DF,MF",Zaragoza,26-215,1996,4,3,269,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
899,Fernando Niño,es ESP,FW,Villarreal B,22-044,2000,17,16,"1,267",14.1,2,2,2,0,0,1,0,0.14,0.14,0.28,0.14,0.28
900,Peru Nolaskoain,es ESP,MF,Eibar,24-043,1998,9,3,346,3.8,1,1,1,0,0,3,0,0.26,0.26,0.52,0.26,0.52
901,Nolito,es ESP,"MF,FW",UD Ibiza,36-053,1986,11,6,528,5.9,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34
902,Kelechi Nwakali,ng NGA,MF,Ponferradina,24-185,1998,16,15,"1,316",14.6,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14
903,Allan Nyom,cm CMR,DF,Leganés,34-211,1988,17,15,"1,396",15.5,1,1,1,0,0,7,0,0.06,0.06,0.13,0.06,0.13
904,Samuel Obeng,gh GHA,"FW,MF",Oviedo,25-206,1997,18,6,618,6.9,1,0,1,0,0,3,0,0.15,0.00,0.15,0.15,0.15
905,Dani Ojeda,es ESP,MF,Ponferradina,28-004,1994,16,13,"1,157",12.9,4,2,4,0,0,3,0,0.31,0.16,0.47,0.31,0.47
906,,,,,,,,,,,,,,,,,,,,,,
907,Thiago Ojeda,ar ARG,"MF,FW",Villarreal B,19-329,2003,12,6,570,6.3,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16
908,Lander Olaetxea,es ESP,MF,Albacete,29-239,1993,17,17,"1,411",15.7,1,0,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06
909,Kiko Olivas,es ESP,DF,Cartagena,34-108,1988,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
910,Víctor Olmo,es ESP,DF,Málaga,21-173,2001,3,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
911,Kenneth Omeruo,ng NGA,DF,Leganés,29-051,1993,10,9,716,8.0,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13
912,Cedric Omoigui,ng NGA,FW,Racing Sant,28-026,1994,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
913,Kevin Omoruyi,es ESP,FW,Huesca,21-241,2001,5,4,250,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
914,Kevin Omoruyi,bt BHU,FW,Huesca,21-241,2001,6,3,277,3.1,1,1,1,0,0,1,0,0.32,0.32,0.65,0.32,0.65
915,Javier Ontiveros,es ESP,MF,Villarreal B,25-089,1997,12,5,521,5.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
916,Jandro Orellana,es ESP,MF,Andorra,22-122,2000,10,4,465,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
917,Alfredo Ortuño,es ESP,FW,Cartagena,31-320,1991,16,9,872,9.7,5,0,3,2,2,1,0,0.52,0.00,0.52,0.31,0.31
918,Antonio Pacheco,es ESP,MF,Villarreal B,20-340,2002,13,2,428,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21
