iter	Passed	Remaining
178	6251	32166
179	6289	32144
180	6321	32096
181	6354	32050
182	6387	32005
183	6424	31985
184	6457	31938
185	6495	31916
186	6529	31878
187	6564	31845
188	6598	31806
189	6635	31779
190	6665	31722
191	6699	31682
192	6732	31637
193	6765	31597
194	6797	31545
195	6835	31527
196	6877	31525
197	6924	31545
198	6962	31521
199	7004	31520
200	7040	31489
201	7077	31464
202	7106	31402
203	7138	31351
204	7170	31306
205	7206	31276
206	7237	31221
207	7269	31174
208	7305	31142
209	7333	31079
210	7364	31026
211	7398	30991
212	7429	30939
213	7457	30875
214	7493	30845
215	7529	30814
216	7564	30779
217	7609	30786
218	7640	30734
219	7675	30703
220	7714	30684
221	7742	30619
222	7777	30588
223	7812	30551
224	7844	30507
225	7878	30466
226	7912	30430
227	7957	30434
228	7997	30418
229	8031	30379
230	8070	30361
231	8105	30324
232	8139	30286
233	8173	30249
234	8209	30216
235	8246	30189
236	8279	30149
237	8310	30100
238	8349	30080
239	8383	30040
240	8422	30018
241	8467	30020
242	8500	29978
243	8540	29960
244	8573	29919
245	8605	29873
246	8636	29827
247	8675	29805
248	8717	29792
249	8756	29773
250	8785	29715
251	8820	29680
252	8856	29650
253	8885	29595
254	8920	29561
255	8953	29518
256	8989	29486
257	9026	29458
258	9064	29432
259	9103	29410
260	9147	29404
261	9183	29373
262	9218	29336
263	9251	29297
264	9286	29259
265	9316	29211
266	9353	29182
267	9392	29157
268	9417	29093
269	9439	29017
270	9464	28953
271	9487	28882
272	9522	28845
273	9560	28820
274	9591	28773
275	9630	28750
276	9669	28728
277	9706	28699
278	9736	28652
279	9777	28633
280	9811	28597
281	9849	28569
282	9887	28543
283	9921	28507
284	9962	28488
285	9994	28444
286	10031	28415
287	10068	28388
288	10104	28356
289	10141	28325
290	10176	28291
291	10211	28255
292	10252	28237
293	10281	28186
294	10313	28143
295	10348	28107
296	10388	28086
297	10419	28041
298	10451	27998
299	10483	27956
300	10515	27912
301	10548	27873
302	10582	27835
303	10621	27810
304	10660	27787
305	10690	27738
306	10722	27695
307	10762	27675
308	10795	27635
309	10829	27597
310	10862	27556
311	10897	27522
312	10928	27479
313	10961	27439
314	10993	27395
315	11030	27365
316	11063	27327
317	11101	27299
318	11130	27250
319	11164	27212
320	11197	27174
321	11234	27143
322	11278	27130
323	11315	27101
324	11353	27074
325	11378	27014
326	11412	26977
327	11449	26947
328	11484	26913
329	11523	26888
330	11569	26878
331	11607	26850
332	11639	26808
333	11679	26785
334	11708	26736
335	11731	26674
336	11752	26609
337	11784	26566
338	11821	26538
339	11858	26507
340	11896	26478
341	11930	26442
342	11962	26401
343	11993	26357
344	12027	26320
345	12058	26277
346	12095	26248
347	12135	26223
348	12165	26179
349	12199	26141
350	12242	26123
351	12273	26081
352	12312	26054
353	12353	26033
354	12391	26005
355	12430	25978
356	12468	25949
357	12505	25919
358	12537	25877
359	12572	25844
360	12605	25805
361	12649	25787
362	12685	25755
363	12720	25721
364	12759	25692
365	12799	25668
366	12835	25636
367	12877	25614
368	12915	25585
369	12949	25549
370	12983	25512
371	13015	25471
372	13051	25439
373	13092	25415
374	13125	25376
375	13156	25334
376	13183	25283
377	13219	25250
378	13257	25221
379	13293	25187
380	13329	25154
381	13366	25123
382	13399	25083
383	13438	25058
384	13483	25040
385	13527	25022
386	13556	24975
387	13593	24945
388	13625	24904
389	13660	24869
390	13699	24840
391	13732	24802
392	13769	24771
393	13809	24744
394	13843	24708
395	13880	24677
396	13912	24636
397	13954	24614
398	13986	24571
399	14019	24533
400	14062	24512
401	14099	24481
402	14134	24445
403	14170	24413
404	14204	24376
405	14240	24341
406	14267	24293
407	14301	24255
408	14332	24214
409	14364	24174
410	14389	24123
411	14422	24084
412	14460	24054
413	14493	24015
414	14531	23986
415	14564	23947
416	14598	23910
417	14634	23876
418	14665	23836
419	14704	23807
420	14734	23763
421	14764	23721
422	14804	23693
423	14834	23651
424	14873	23622
425	14911	23591
426	14946	23556
427	14979	23518
428	15018	23489
429	15055	23458
430	15085	23415
431	15115	23373
432	15151	23340
433	15189	23308
434	15227	23278
435	15256	23234
436	15289	23196
437	15319	23154
438	15352	23116
439	15382	23073
440	15422	23046
441	15459	23014
442	15491	22975
443	15528	22942
444	15567	22913
445	15599	22874
446	15638	22845
447	15678	22817
448	15712	22781
449	15750	22751
450	15784	22714
451	15822	22683
452	15856	22646
453	15889	22608
454	15921	22570
455	15961	22541
456	15995	22505
457	16031	22472
458	16069	22440
459	16107	22410
460	16143	22376
461	16178	22342
462	16215	22308
463	16253	22278
464	16290	22246
465	16332	22220
466	16367	22185
467	16399	22146
468	16434	22111
469	16466	22071
470	16496	22030
471	16532	21996
472	16568	21963
473	16604	21929
474	16639	21894
475	16679	21865
476	16722	21841
477	16752	21799
478	16784	21760
479	16820	21726
480	16853	21688
481	16886	21651
482	16921	21615
483	16960	21586
484	16998	21554
485	17035	21522
486	17063	21478
487	17092	21436
488	17131	21405
489	17164	21368
490	17197	21329
491	17228	21290
492	17263	21255
493	17302	21225
494	17343	21198
495	17379	21163
496	17418	21132
497	17459	21105
498	17498	21075
499	17530	21036
500	17563	20999
501	17602	20968
502	17641	20938
503	17674	20901
504	17714	20871
505	17764	20854
506	17800	20819
507	17837	20787
508	17881	20762
509	17915	20725
510	17942	20680
511	17973	20641
512	18006	20603
513	18041	20568
514	18078	20536
515	18111	20498
516	18141	20456
517	18169	20414
518	18204	20378
519	18233	20336
520	18267	20300
521	18310	20275
522	18346	20241
523	18379	20203
524	18414	20168
525	18452	20136
526	18488	20101
527	18522	20065
528	18556	20029
529	18584	19987
530	18624	19957
531	18662	19924
532	18695	19888
533	18733	19856
534	18762	19814
535	18800	19782
536	18840	19752
537	18874	19716
538	18908	19680
539	18946	19648
540	18980	19612
541	19013	19574
542	19042	19533
543	19079	19500
544	19110	19460
545	19145	19426
546	19183	19393
547	19209	19349
548	19244	19314
549	19278	19278
550	19318	19248
551	19358	19217
552	19396	19185
553	19432	19151
554	19474	19123
555	19512	19091
556	19548	19056
557	19581	19019
558	19621	18989
559	19657	18955
560	19697	18925
561	19729	18887
562	19761	18849
563	19791	18809
564	19823	18770
565	19856	18733
566	19897	18704
567	19930	18667
568	19965	18632
569	20008	18604
570	20039	18565
571	20073	18529
572	20106	18492
573	20137	18453
574	20172	18418
575	20210	18385
576	20248	18353
577	20280	18315
578	20317	18282
579	20351	18245
580	20381	18206
581	20414	18169
582	20454	18138
583	20493	18107
584	20536	18079
585	20574	18046
586	20602	18005
587	20640	17972
588	20678	17940
589	20710	17902
590	20745	17866
591	20782	17833
592	20825	17805
593	20857	17767
594	20887	17728
595	20919	17690
596	20952	17653
597	20992	17622
598	21026	17586
599	21074	17561
600	21114	17531
601	21156	17501
602	21195	17469
603	21229	17433
604	21264	17397
605	21292	17357
606	21328	17322
607	21361	17285
608	21394	17249
609	21423	17208
610	21454	17170
611	21487	17133
612	21526	17101
613	21565	17069
614	21599	17033
615	21627	16993
616	21663	16958
617	21705	16928
618	21744	16896
619	21787	16867
620	21822	16832
621	21859	16799
622	21895	16764
623	21932	16730
624	21966	16694
625	21996	16655
626	22031	16619
627	22064	16583
628	22099	16548
629	22134	16513
630	22173	16480
631	22209	16446
632	22241	16408
633	22279	16375
634	22313	16340
635	22353	16307
636	22384	16270
637	22414	16231
638	22451	16197
639	22483	16160
640	22517	16124
641	22548	16086
642	22577	16046
643	22617	16014
644	22647	15976
645	22677	15937
646	22711	15901
647	22748	15867
648	22779	15829
649	22811	15792
650	22840	15753
651	22870	15714
652	22902	15677
653	22937	15642
654	22971	15606
655	23003	15569
656	23040	15535
657	23071	15498
658	23101	15459
659	23141	15427
660	23178	15393
661	23207	15354
662	23244	15321
663	23284	15289
664	23314	15250
665	23336	15207
666	23360	15165
667	23382	15121
668	23404	15078
669	23428	15036
670	23455	14996
671	23479	14954
672	23511	14917
673	23540	14878
674	23572	14841
675	23604	14805
676	23636	14768
677	23666	14730
678	23699	14694
679	23736	14660
680	23768	14623
681	23809	14592
682	23842	14556
683	23878	14522
684	23911	14486
685	23941	14448
686	23967	14408
687	23999	14371
688	24036	14338
689	24067	14300
690	24099	14264
691	24134	14229
692	24173	14197
693	24213	14165
694	24248	14130
695	24288	14098
696	24328	14066
697	24367	14033
698	24405	14000
699	24435	13963
700	24471	13929
701	24506	13894
702	24538	13857
703	24572	13821
704	24608	13787
705	24642	13752
706	24675	13716
707	24707	13679
708	24744	13646
709	24782	13612
710	24815	13576
711	24846	13539
712	24883	13506
713	24919	13471
714	24945	13432
715	24977	13395
716	25012	13361
717	25048	13326
718	25085	13293
719	25113	13254
720	25143	13217
721	25177	13181
722	25206	13143
723	25244	13110
724	25271	13071
725	25310	13038
726	25346	13004
727	25384	12971
728	25423	12938
729	25461	12905
730	25494	12869
731	25529	12834
732	25562	12798
733	25593	12761
734	25627	12726
735	25665	12693
736	25701	12659
737	25730	12621
738	25765	12586
739	25797	12549
740	25828	12513
741	25862	12477
742	25896	12442
743	25931	12407
744	25970	12375
745	26010	12342
746	26048	12309
747	26081	12273
748	26112	12236
749	26144	12200
750	26181	12166
751	26222	12134
752	26256	12099
753	26291	12064
754	26325	12029
755	26362	11995
756	26399	11961
757	26439	11929
758	26475	11894
759	26507	11858
760	26539	11822
761	26571	11786
762	26612	11753
763	26643	11717
764	26676	11682
765	26708	11645
766	26739	11609
767	26765	11570
768	26796	11533
769	26831	11499
770	26864	11463
771	26895	11427
772	26930	11392
773	26962	11356
774	27000	11322
775	27034	11287
776	27073	11254
777	27110	11220
778	27143	11185
779	27186	11153
780	27226	11120
781	27260	11085
782	27294	11050
783	27332	11016
784	27362	10979
785	27403	10947
786	27423	10906
787	27445	10866
788	27468	10827
789	27491	10787
790	27516	10749
791	27538	10709
792	27576	10676
793	27615	10642
794	27652	10608
795	27686	10573
796	27719	10538
797	27753	10503
798	27793	10470
799	27833	10437
800	27869	10403
801	27908	10370
802	27939	10333
803	27969	10297
804	27999	10260
805	28038	10227
806	28071	10192
807	28106	10157
808	28139	10121
809	28180	10089
810	28214	10054
811	28246	10018
812	28291	9987
813	28330	9953
814	28355	9915
815	28395	9882
816	28426	9846
817	28457	9810
818	28497	9777
819	28527	9741
820	28563	9706
821	28599	9672
822	28635	9637
823	28677	9605
824	28713	9571
825	28747	9536
826	28785	9502
827	28816	9466
828	28851	9431
829	28890	9398
830	28923	9362
831	28966	9330
832	29004	9296
833	29034	9260
834	29068	9225
835	29111	9193
836	29143	9157
837	29178	9122
838	29214	9088
839	29249	9053
840	29289	9020
841	29320	8984
842	29348	8947
843	29370	8908
844	29392	8869
845	29417	8832
846	29443	8794
847	29468	8757
848	29503	8722
849	29531	8685
850	29575	8653
851	29614	8620
852	29655	8587
853	29693	8553
854	29725	8517
855	29761	8483
856	29801	8450
857	29843	8417
858	29877	8382
859	29912	8347
860	29942	8311
861	29975	8276
862	30009	8241
863	30040	8205
864	30076	8170
865	30116	8137
866	30155	8104
867	30188	8068
868	30219	8033
869	30251	7997
870	30284	7962
871	30320	7927
872	30362	7894
873	30397	7860
874	30429	7824
875	30464	7789
876	30496	7754
877	30526	7718
878	30563	7684
879	30600	7650
880	30630	7614
881	30668	7580
882	30696	7543
883	30727	7508
884	30757	7472
885	30780	7434
886	30805	7397
887	30831	7360
888	30871	7327
889	30909	7293
890	30947	7259
891	30981	7224
892	31002	7186
893	31026	7149
894	31062	7114
895	31093	7079
896	31131	7045
897	31164	7010
898	31205	6976
899	31244	6943
900	31282	6909
901	31315	6874
902	31350	6839
903	31389	6805
904	31436	6773
905	31477	6740
906	31512	6705
907	31549	6671
908	31584	6636
909	31615	6600
910	31655	6567
911	31698	6534
912	31731	6499
913	31760	6463
914	31796	6428
915	31834	6394
916	31876	6361
917	31914	6327
918	31941	6290
919	31968	6254
920	32001	6219
921	32034	6184
922	32066	6149
923	32098	6113
924	32142	6081
925	32180	6046
926	32212	6011
927	32246	5976
928	32279	5941
929	32318	5907
930	32346	5871
931	32379	5836
932	32413	5801
933	32442	5766
934	32476	5731
935	32508	5695
936	32541	5660
937	32573	5625
938	32605	5590
939	32637	5555
940	32667	5519
941	32706	5485
942	32737	5450
943	32772	5415
944	32806	5381
945	32842	5346
946	32875	5311
947	32909	5276
948	32948	5242
949	32987	5208
950	33020	5173
951	33055	5138
952	33086	5103
953	33125	5069
954	33156	5034
955	33194	4999
956	33230	4965
957	33270	4931
958	33311	4897
959	33350	4863
960	33384	4828
961	33421	4794
962	33449	4758
963	33490	4724
964	33526	4690
965	33559	4655
966	33602	4621
967	33638	4587
968	33664	4551
969	33697	4516
970	33732	4481
971	33769	4446
972	33809	4412
973	33848	4378
974	33888	4344
975	33927	4310
976	33958	4275
977	33991	4240
978	34031	4206
979	34077	4172
980	34115	4138
981	34150	4103
982	34182	4068
983	34210	4032
984	34251	3998
985	34276	3963
986	34303	3927
987	34336	3892
988	34374	3857
989	34412	3823
990	34456	3789
991	34489	3754
992	34527	3720
993	34562	3685
994	34595	3650
995	34624	3615
996	34653	3580
997	34687	3545
998	34722	3510
999	34756	3475
1000	34791	3440
1001	34823	3405
1002	34857	3371
1003	34892	3336
1004	34933	3302
1005	34971	3267
1006	35002	3232
1007	35033	3197
1008	35064	3162
1009	35101	3127
1010	35142	3093
1011	35173	3058
1012	35197	3022
1013	35222	2987
1014	35247	2951
1015	35274	2916
1016	35299	2880
1017	35326	2845
1018	35353	2810
1019	35387	2775
1020	35425	2741
1021	35467	2706
1022	35505	2672
1023	35547	2638
1024	35581	2603
1025	35626	2569
1026	35662	2534
1027	35692	2499
1028	35724	2464
1029	35756	2430
1030	35797	2395
1031	35828	2360
1032	35861	2325
1033	35896	2291
1034	35933	2256
1035	35965	2221
1036	35993	2186
1037	36020	2151
1038	36058	2116
1039	36092	2082
1040	36125	2047
1041	36162	2012
1042	36206	1978
1043	36244	1944
1044	36277	1909
1045	36320	1875
1046	36360	1840
1047	36390	1805
1048	36423	1770
1049	36455	1735
1050	36491	1701
1051	36523	1666
1052	36551	1631
1053	36588	1596
1054	36625	1562
1055	36649	1527
1056	36673	1491
1057	36699	1456
1058	36728	1421
1059	36760	1387
1060	36796	1352
1061	36836	1318
1062	36872	1283
1063	36911	1248
1064	36944	1214
1065	36979	1179
1066	37015	1144
1067	37042	1109
1068	37064	1074
1069	37100	1040
1070	37132	1005
1071	37173	970
1072	37210	936
1073	37242	901
1074	37283	867
1075	37319	832
1076	37352	797
1077	37388	763
1078	37426	728
1079	37465	693
1080	37498	659
1081	37522	624
1082	37558	589
1083	37598	554
1084	37632	520
1085	37671	485
1086	37703	450
1087	37736	416
1088	37772	381
1089	37804	346
1090	37840	312
1091	37870	277
1092	37893	242
1093	37914	207
1094	37939	173
1095	37972	138
1096	38010	103
1097	38047	69
1098	38085	34
1099	38130	0
