iter	MultiClass
429	0.9531219251
430	0.9530616065
431	0.952961306
432	0.9528912096
433	0.9528092785
434	0.9527506116
435	0.9524718332
436	0.9523930571
437	0.9522728659
438	0.9521916568
439	0.9520826252
440	0.9520142308
441	0.9519443824
442	0.9518741653
443	0.9518194378
444	0.9517199017
445	0.9516451647
446	0.9515912685
447	0.9515475033
448	0.9514581596
449	0.9513832423
450	0.9513156141
451	0.9512333987
452	0.9511890338
453	0.9511300953
454	0.9510319795
455	0.9509562564
456	0.9509157668
457	0.9508888997
458	0.9508716895
459	0.9508319729
460	0.9506970771
461	0.9505929219
462	0.9505381141
463	0.9504846381
464	0.9504128949
465	0.9503721729
466	0.9502866316
467	0.9502143044
468	0.9501561782
469	0.9500903019
470	0.9499777433
471	0.9498851206
472	0.9498350771
473	0.9497449278
474	0.9496290796
475	0.9495278857
476	0.9494575243
477	0.9493969507
478	0.9493072305
479	0.9492175834
480	0.949178053
481	0.9491484941
482	0.9490466075
483	0.9489539016
484	0.9488842417
485	0.9488439451
486	0.9487596045
487	0.9486562137
488	0.9486138321
489	0.9485510664
490	0.9484564517
491	0.9483945543
492	0.948355512
493	0.9482601894
494	0.9481695189
495	0.9481070369
496	0.9480275158
497	0.9479757978
498	0.9479632349
499	0.9478968677
500	0.9478074968
501	0.9477329904
502	0.9476210349
503	0.9475817747
504	0.9474768482
505	0.9473719466
506	0.947286234
507	0.9472307161
508	0.9471379838
509	0.9470353658
510	0.9469737433
511	0.946915381
512	0.9468186579
513	0.9467212999
514	0.9466522071
515	0.9463387233
516	0.9462609748
517	0.946160523
518	0.9460792919
519	0.9459855375
520	0.9458167535
521	0.9457248767
522	0.9456420375
523	0.9455307361
524	0.945484369
525	0.9454546813
526	0.9453311021
527	0.9450737467
528	0.9450302688
529	0.9449897837
530	0.9449303718
531	0.9449005326
532	0.9448235132
533	0.9447465084
534	0.944708774
535	0.9446460429
536	0.9445178764
537	0.9444922011
538	0.9444155598
539	0.9443265124
540	0.9442312273
541	0.9441754432
542	0.9441165936
543	0.9440478002
544	0.943972406
545	0.9439131731
546	0.9438582525
547	0.9437762221
548	0.9436788129
549	0.9436410804
550	0.9435689482
551	0.9434522072
552	0.9433642458
553	0.9433464148
554	0.9432560851
555	0.9431047057
556	0.9430020676
557	0.9429452005
558	0.94284988
559	0.9427977588
560	0.9427231738
561	0.9426236805
562	0.9425611431
563	0.9425187864
564	0.9424432218
565	0.9423668121
566	0.9422843381
567	0.9422413612
568	0.9421353141
569	0.9420673719
570	0.9420016916
571	0.9418931227
572	0.9417986422
573	0.9417513008
574	0.9416607485
575	0.9415844888
576	0.9415242761
577	0.9414494884
578	0.9413318774
579	0.9412528906
580	0.9411906249
581	0.9411232296
582	0.9410597088
583	0.9410228907
584	0.9409360425
585	0.9408716118
586	0.940752415
587	0.9406581049
588	0.9405954172
589	0.9405366082
590	0.9404587523
591	0.9403911762
592	0.940246675
593	0.9401511949
594	0.940117251
595	0.9400538547
596	0.9400043235
597	0.9399312714
598	0.9399134627
599	0.9398138009
600	0.9397390767
601	0.9396862996
602	0.9396691137
603	0.939601288
604	0.9395116104
605	0.9394420185
606	0.9393238955
607	0.9392393001
608	0.9391716386
609	0.9390960227
610	0.9389819255
611	0.9389127119
612	0.9388116121
613	0.9387600983
614	0.9387045606
615	0.9386428469
616	0.9385611017
617	0.9384873436
618	0.9383538247
619	0.9382986202
620	0.9382066451
621	0.9381615734
622	0.9380905983
623	0.9379454767
624	0.9378927744
625	0.9378079279
626	0.937365377
627	0.9373021167
628	0.9372334992
629	0.9369977751
630	0.9369445829
631	0.9368572442
632	0.9368000349
633	0.9367682789
634	0.9367029134
635	0.9366365215
636	0.9365624693
637	0.9364855
638	0.9364180094
639	0.9363521519
640	0.9363011883
641	0.9362597519
642	0.9361223906
643	0.9360523572
644	0.9359642818
645	0.9359182741
646	0.9358757671
647	0.9358168051
648	0.935729858
649	0.9356827237
650	0.9355779796
651	0.9355255522
652	0.9354707443
653	0.9354312571
654	0.9353574584
655	0.9352264443
656	0.9351590254
657	0.935095814
658	0.9350691915
659	0.9349933225
660	0.9346792057
661	0.9346421071
662	0.9345392188
663	0.934488542
664	0.9344241727
665	0.9343558009
666	0.9342938833
667	0.9342624858
668	0.9341971193
669	0.9341431509
670	0.9340720063
671	0.9339763868
672	0.9339071096
673	0.9337855075
674	0.9336580044
675	0.9335970692
676	0.9335052661
677	0.9334461692
678	0.9333776968
679	0.9332771267
680	0.9332033534
681	0.9330923593
682	0.9330525341
683	0.9329651643
684	0.9329282812
685	0.932852959
686	0.9327845926
687	0.9327636702
688	0.9326843185
689	0.9325824
690	0.9322673831
691	0.932168315
692	0.9321535646
693	0.9321043315
694	0.9320189367
695	0.9319630057
696	0.9318617991
697	0.9317878416
698	0.9317251145
699	0.9316576168
700	0.9315994109
701	0.9315277681
702	0.9314469298
703	0.9313975479
704	0.931373288
705	0.931273846
706	0.9311960398
707	0.9311150624
708	0.9310273501
709	0.9309860461
710	0.9308659682
711	0.9308142011
712	0.9307451266
713	0.9306577127
714	0.9305849674
715	0.9305100742
716	0.930397892
717	0.9302971481
718	0.9302028537
719	0.9300360087
720	0.9299681162
721	0.9298747304
722	0.9297774759
723	0.9297393718
724	0.9296880836
725	0.929606909
726	0.9295453655
727	0.9294754743
728	0.9293965147
729	0.9292931873
730	0.9292237527
731	0.9291471678
732	0.9290713202
733	0.9289702156
734	0.9289116774
735	0.9288504168
736	0.9287445423
737	0.9287132848
738	0.9286345464
739	0.928591182
740	0.928514925
741	0.9284170918
742	0.9283788323
743	0.9282741143
744	0.9282038632
745	0.9281573085
746	0.9281080765
747	0.9280022481
748	0.9279138795
749	0.927528064
750	0.9274967751
751	0.9274551001
752	0.9274363115
753	0.9273246961
754	0.9272783391
755	0.9271989547
756	0.9270840165
757	0.9270449429
758	0.9269835841
759	0.9269109871
760	0.926851576
761	0.926556785
762	0.9265028231
763	0.9264552125
764	0.9263743099
765	0.9262939039
766	0.92625517
767	0.9261718707
768	0.9261237352
769	0.9260358959
770	0.925996697
771	0.9257807498
772	0.9257138721
773	0.9255643967
774	0.9254577359
775	0.9253714412
776	0.9253297339
777	0.9252564071
778	0.9251858355
779	0.9251182435
780	0.9250248605
781	0.9249432716
782	0.9248732848
783	0.9247804953
784	0.9247414091
785	0.9246710003
786	0.9245941105
787	0.9245631507
788	0.9244693011
789	0.9244003513
790	0.9243404431
791	0.924254251
792	0.9242246676
793	0.9241690995
794	0.9241072651
795	0.9240595532
796	0.9239847581
797	0.9239100778
798	0.9238250273
799	0.9237541067
800	0.9236914743
801	0.9235936252
802	0.9233174952
803	0.9231606251
804	0.9230874359
805	0.9229966244
806	0.9229728237
807	0.9228893369
808	0.9228079444
809	0.9227410575
810	0.9227121206
811	0.9226579034
812	0.922554787
813	0.9225091013
814	0.9224688445
815	0.9224122516
816	0.9223502753
817	0.9222639845
818	0.9222212297
819	0.9221967455
820	0.922098985
821	0.9220547976
822	0.9220070858
823	0.9219404641
824	0.9218497411
825	0.9217855932
826	0.9217365469
827	0.9216864527
828	0.9216295775
829	0.9215627356
830	0.9214906589
831	0.9214522226
832	0.921380177
833	0.9213102564
834	0.9212591876
835	0.921196137
836	0.9211548028
837	0.9210786788
838	0.9210330082
839	0.9209894383
840	0.9209482356
841	0.9208583085
842	0.9207747095
843	0.9207129654
844	0.9206563699
845	0.9205832776
846	0.9205073117
847	0.9204206507
848	0.9203223909
849	0.9202135696
850	0.9201717737
851	0.9200370438
852	0.9199633963
853	0.9198876926
854	0.9197674169
855	0.919689519
856	0.9196374407
857	0.9196033871
858	0.9195238361
859	0.9192656015
860	0.9192215833
861	0.9191418266
862	0.9190434546
863	0.9189763099
864	0.918917983
865	0.9188757772
866	0.9188190392
867	0.9187273216
868	0.918652567
869	0.9185729742
870	0.9185148629
871	0.9184685131
872	0.9184251291
873	0.9183471435
874	0.9183084206
875	0.9182075221
876	0.9181625506
877	0.9180877997
878	0.9180133042
879	0.9179354818
880	0.917897326
881	0.9178306169
882	0.9177822641
883	0.9177210491
884	0.9176518896
885	0.9175715141
886	0.9175166083
887	0.917454429
888	0.917426434
889	0.9173432954
890	0.9173154655
891	0.9172320329
892	0.9171697784
893	0.9170801568
894	0.9170173713
895	0.9168916958
896	0.9168474287
897	0.9168007853
898	0.9167076765
899	0.916645369
900	0.9165877759
901	0.9165583295
902	0.916458058
903	0.9163656177
904	0.9162660551
905	0.9161821693
906	0.9161248794
907	0.9160661347
908	0.915992466
909	0.9159146531
910	0.9158754455
911	0.9157941647
912	0.9157189936
913	0.9156633432
914	0.915584979
915	0.9155262001
916	0.9154517177
917	0.9153824178
918	0.9153459983
919	0.915320085
920	0.9152898643
921	0.915192399
922	0.9151012742
923	0.9150054193
924	0.9149020295
925	0.9148621786
926	0.9147461697
927	0.9147139748
928	0.9146705607
929	0.9146230102
930	0.9145692728
931	0.9145283796
932	0.9144127732
933	0.9143072027
934	0.914249306
935	0.9141826174
936	0.9141030436
937	0.9139243696
938	0.9138243181
939	0.9137540303
940	0.9136989324
941	0.9136376383
942	0.9135838437
943	0.9135070516
944	0.913447334
945	0.9133720194
946	0.9132993417
947	0.9132332376
948	0.9131668936
949	0.9131180142
950	0.9130254323
951	0.9129254009
952	0.9128182661
953	0.9127732614
954	0.9126930057
955	0.9126485535
956	0.9125557721
957	0.9125018866
958	0.9124130883
959	0.9123694261
960	0.9123126483
961	0.9122768871
962	0.9122517709
963	0.9122360179
964	0.9121520663
965	0.9120587492
966	0.9119771512
967	0.9119012667
968	0.911849464
969	0.9117522636
970	0.9116866029
971	0.9116320862
972	0.9115271699
973	0.9114260954
974	0.9113748165
975	0.9113170211
976	0.91127694
977	0.9112377226
978	0.9111689522
979	0.9111156546
980	0.9110473439
981	0.9109870005
982	0.9109331994
983	0.9108857839
984	0.9108138422
985	0.9107508101
986	0.9106405034
987	0.910594844
988	0.9104908177
989	0.9104508758
990	0.9103875002
991	0.9103491326
992	0.9102838686
993	0.9102141394
994	0.9101452588
995	0.9100906304
996	0.9100110895
997	0.9099700964
998	0.9099225645
999	0.9098570345
